experiment,method,seed,evaluation_split,parameters,algorithm_time,compilation_time,drift_rmse,covariance_rmse,nll,raw_spd_violation_rate,min_raw_eigenvalue
ex1,mlp_deep,13,validation,34308,23.779626923031174,13.325432333978824,0.592229425907135,0.027930164709687233,-3.299531936645508,0.0,0.11809436976909637
ex1,mlp_deep,14,validation,34308,23.70575069397455,13.550395679019857,0.5782119631767273,0.02774439938366413,-3.299456834793091,0.0,0.11832542717456818
ex1,mlp_deep,15,validation,34308,24.46196649799822,12.863798624952324,0.5575845241546631,0.026862071827054024,-3.2984812259674072,0.0,0.11721466481685638
ex1,mlp_deep,16,validation,34308,23.8547576929559,14.253752834978513,0.5733910202980042,0.028080813586711884,-3.299473762512207,0.0,0.11774514615535736
ex1,mlp_deep,17,validation,34308,24.079257981968112,13.256547037919518,0.5888704061508179,0.02679157815873623,-3.297788619995117,0.0,0.12019788473844528
ex1,mlp_deep,18,validation,34308,24.033004443976097,13.805113781942055,0.6111630797386169,0.02741570770740509,-3.297377109527588,0.0,0.1190701574087143
ex1,mlp_deep,19,validation,34308,24.951803007046692,12.557515517051797,0.5158906579017639,0.027787595987319946,-3.2989742755889893,0.0,0.12410037219524384
ex1,mlp_deep,20,validation,34308,24.545444856979884,13.970693577139173,0.5772008299827576,0.027063176035881042,-3.299180746078491,0.0,0.11951395124197006
ex1,mlp_deep,21,validation,34308,24.927454527991358,13.568262908025645,0.5216003060340881,0.026954157277941704,-3.2982847690582275,0.0,0.122367724776268
ex1,mlp_deep,22,validation,34308,24.46058733901009,14.117094931018073,0.5884615778923035,0.027591951191425323,-3.2992935180664062,0.0,0.11874878406524658
ex1,mlp_deep,23,validation,34308,24.533911256992724,14.14041743701091,0.576783299446106,0.02791059948503971,-3.3001890182495117,0.0,0.11836598813533783
ex1,mlp_deep,24,validation,34308,24.726456113974564,13.938082661945373,0.5809217691421509,0.027771228924393654,-3.299553871154785,0.0,0.11726303398609161
ex1,mlp_deep,25,validation,34308,24.742526527959853,14.013694383960683,0.5814952850341797,0.027308396995067596,-3.2979893684387207,0.0,0.11821330338716507
ex1,mlp_deep,26,validation,34308,23.351509020023514,13.9788945139735,0.6186398863792419,0.027344169095158577,-3.297217845916748,0.0,0.11944091320037842
ex1,mlp_deep,27,validation,34308,23.808132388978265,12.667498276976403,0.5870772004127502,0.02722666598856449,-3.2996017932891846,0.0,0.1192045658826828
ex1,mlp_deep,28,validation,34308,25.992650812026113,13.648477551992983,0.5808400511741638,0.02746330387890339,-3.2988131046295166,0.0,0.11884570866823196
ex1,mlp_deep,29,validation,34308,26.233421611017548,13.400921600987203,0.574494481086731,0.027027342468500137,-3.2996203899383545,0.0,0.1199568435549736
