experiment,method,seed,evaluation_split,parameters,algorithm_time,compilation_time,drift_rmse,covariance_rmse,nll,raw_spd_violation_rate,min_raw_eigenvalue
ex3,mlp_shallow,0,validation,89153,40.79053958499571,12.410347404016647,2.427781105041504,0.014178387820720673,-20.735668182373047,0.0,0.050563663244247437
ex3,mlp_shallow,1,validation,89153,41.8206071369932,12.887335671985056,2.4277806282043457,0.014179795049130917,-20.735591888427734,0.0,0.05063370242714882
ex3,mlp_shallow,2,validation,89153,41.052184888976626,12.76361577399075,2.4277827739715576,0.014172513969242573,-20.735671997070312,0.0,0.050698477774858475
ex3,mlp_shallow,3,validation,89153,40.38028648099862,12.428653569018934,2.427773952484131,0.014174801297485828,-20.735637664794922,0.0,0.05044393241405487
ex3,mlp_shallow,4,validation,89153,40.273965006985236,12.499644602066837,2.427786111831665,0.014187732711434364,-20.735681533813477,0.0,0.0507374033331871
ex3,mlp_shallow,5,validation,89153,40.02482772094663,12.447951377078425,2.427783966064453,0.01419118419289589,-20.735639572143555,0.0,0.050691649317741394
ex3,mlp_shallow,6,validation,89153,39.63246598804835,11.945217306027189,2.427781820297241,0.014178825542330742,-20.735692977905273,0.0,0.05055052787065506
ex3,mlp_shallow,7,validation,89153,41.65345389698632,12.700237217009999,2.427769899368286,0.014182577840983868,-20.735692977905273,0.0,0.05069982260465622
ex3,mlp_shallow,8,validation,89153,42.09014186600689,12.56302062002942,2.4277844429016113,0.014164652675390244,-20.735633850097656,0.0,0.050679273903369904
ex3,mlp_shallow,9,validation,89153,40.32481716503389,12.49839405703824,2.4277782440185547,0.014182713814079762,-20.73566436767578,0.0,0.05062805116176605
ex3,mlp_shallow,10,validation,89153,39.27524859900586,12.451185475976672,2.427786350250244,0.014173833653330803,-20.73560905456543,0.0,0.05061715096235275
ex3,mlp_shallow,11,validation,89153,41.2842290950357,12.546001996903215,2.427778959274292,0.014182670041918755,-20.73564338684082,0.0,0.050811607390642166
ex3,mlp_shallow,12,validation,89153,41.18808424600866,12.417168683023192,2.427792549133301,0.014176901429891586,-20.73560333251953,0.0,0.05060815438628197
ex3,mlp_shallow,13,validation,89153,40.0030457819812,12.802826619939879,2.427773952484131,0.014180959202349186,-20.735626220703125,0.0,0.05071283504366875
ex3,mlp_shallow,14,validation,89153,40.72260985401226,12.628423552960157,2.4277758598327637,0.014189034700393677,-20.735637664794922,0.0,0.05060847848653793
ex3,mlp_shallow,15,validation,89153,40.44901471596677,12.376441828964744,2.4277846813201904,0.014166523702442646,-20.735715866088867,0.0,0.05077165365219116
ex3,mlp_shallow,16,validation,89153,42.093670175992884,12.261057125986554,2.4277865886688232,0.014172759838402271,-20.73557472229004,0.0,0.050609540194272995
ex3,mlp_shallow,17,validation,89153,40.87819496396696,12.284283428045455,2.4277760982513428,0.014173781499266624,-20.735637664794922,0.0,0.050569381564855576
ex3,mlp_shallow,18,validation,89153,41.02945154794725,12.299821027030703,2.427777051925659,0.014175529591739178,-20.73566436767578,0.0,0.0507829375565052
ex3,mlp_shallow,19,validation,89153,40.164095678017475,12.456916883937083,2.4277727603912354,0.014170323498547077,-20.735637664794922,0.0,0.05075380951166153
ex3,mlp_shallow,20,validation,89153,41.1646853860002,12.211703877022956,2.4277679920196533,0.014178046956658363,-20.735647201538086,0.0,0.050712522119283676
ex3,mlp_shallow,21,validation,89153,40.778267924964894,12.834980948944576,2.4277844429016113,0.014178354293107986,-20.735591888427734,0.0,0.05045470967888832
ex3,mlp_shallow,22,validation,89153,39.99154344503768,12.530506345909089,2.4277753829956055,0.014172627590596676,-20.735708236694336,0.0,0.05063515901565552
ex3,mlp_shallow,23,validation,89153,40.652428122994024,12.567756264004856,2.4277777671813965,0.014178034849464893,-20.735631942749023,0.0,0.05065799504518509
ex3,mlp_shallow,24,validation,89153,41.59419685299508,12.717506960965693,2.427781105041504,0.014165187254548073,-20.73563003540039,0.0,0.05071470886468887
ex3,mlp_shallow,25,validation,89153,41.54174246202456,12.347338022955228,2.4277727603912354,0.014176864176988602,-20.735618591308594,0.0,0.050662580877542496
ex3,mlp_shallow,26,validation,89153,39.73323092900682,12.779966382018756,2.4277966022491455,0.014190946705639362,-20.73555564880371,0.0,0.05066368728876114
ex3,mlp_shallow,27,validation,89153,40.55324312002631,12.76245066797128,2.4277760982513428,0.014177540317177773,-20.735633850097656,0.0,0.05065849795937538
ex3,mlp_shallow,28,validation,89153,40.491444053011946,12.446321409021039,2.4277799129486084,0.014178654178977013,-20.735637664794922,0.0,0.05075675621628761
ex3,mlp_shallow,29,validation,89153,41.04597540397663,12.911993442045059,2.4277706146240234,0.014172924682497978,-20.73568344116211,0.0,0.05070915445685387
ex5,fourier,0,validation,3072,33.34446595294867,5.1538043759646825,0.06745700538158417,0.0010516979964450002,-11.701972961425781,0.0,2.821484713422251e-06
ex5,fourier,1,validation,3072,35.796206068014726,5.06815477903001,0.06746149808168411,0.001041867770254612,-11.70242977142334,0.0,2.820857844199054e-06
ex5,fourier,2,validation,3072,35.38826284598326,5.3525940019171685,0.06748013198375702,0.0010587708093225956,-11.70193099975586,0.0,2.8221575121278875e-06
ex5,fourier,3,validation,3072,34.63468278001528,5.483439445961267,0.06726603955030441,0.000886509835254401,-11.7048978805542,0.0,2.8103695512982085e-06
ex5,fourier,4,validation,3072,32.92285134497797,5.635854259075131,0.0674886554479599,0.0010631479090079665,-11.701925277709961,0.0,2.823778231686447e-06
ex5,fourier,5,validation,3072,34.22762642597081,5.387825798941776,0.06746861338615417,0.0010487204417586327,-11.702171325683594,0.0,2.824413513735635e-06
ex5,fourier,6,validation,3072,36.27209499897435,5.36548042204231,0.06726305931806564,0.0009049937361851335,-11.70474910736084,0.0,2.8067374842066783e-06
ex5,fourier,7,validation,3072,36.159376798023004,5.579214650962967,0.06747667491436005,0.001057043788023293,-11.702056884765625,0.0,2.8234760520717828e-06
ex5,fourier,8,validation,3072,34.36503281997284,5.337080027966294,0.06771339476108551,0.0009052688837982714,-11.704949378967285,0.0,2.8891463443869725e-06
ex5,fourier,9,validation,3072,35.002321669016965,5.399597010924481,0.06746476143598557,0.0010569175938144326,-11.702130317687988,0.0,2.8235460831638193e-06
ex5,fourier,10,validation,3072,35.25793360196985,5.189349298016168,0.06725642085075378,0.0010291006183251739,-11.70240306854248,0.0,2.8287590794207063e-06
ex5,fourier,11,validation,3072,35.87051539495587,5.472311191027984,0.06769562512636185,0.0009740784298628569,-11.703649520874023,0.0,2.9002219434914878e-06
ex5,fourier,12,validation,3072,34.23935217701364,5.327125826966949,0.06747617572546005,0.0010628271847963333,-11.70189094543457,0.0,2.8251411094970535e-06
ex5,fourier,13,validation,3072,34.11026813701028,5.40287738898769,0.06747853010892868,0.0010442896746098995,-11.702385902404785,0.0,2.8217666567798005e-06
ex5,fourier,14,validation,3072,34.92134858801728,5.16660261398647,0.06746846437454224,0.0010546216508373618,-11.702031135559082,0.0,2.8211936751176836e-06
ex5,fourier,15,validation,3072,34.61100657697534,5.341820645960979,0.06727855652570724,0.0009244128596037626,-11.704387664794922,0.0,2.8129570637247525e-06
ex5,fourier,16,validation,3072,35.978589030040894,5.299266394984443,0.06744513660669327,0.0010561485541984439,-11.702103614807129,0.0,2.8258823476789985e-06
ex5,fourier,17,validation,3072,35.43913990899455,5.220599819964264,0.06767654418945312,0.0009949591476470232,-11.703243255615234,0.0,2.9043453650956508e-06
ex5,fourier,18,validation,3072,36.83677306602476,5.53266744496068,0.06729750335216522,0.0008994114468805492,-11.704986572265625,0.0,2.8062020192010095e-06
ex5,fourier,19,validation,3072,35.3658611169667,5.236279670032673,0.0674687996506691,0.001056583714671433,-11.70211124420166,0.0,2.8207580271555344e-06
ex5,fourier,20,validation,3072,34.9585369140259,5.301042674982455,0.06722614914178848,0.0010229053441435099,-11.702445983886719,0.0,2.8284462132432964e-06
ex5,fourier,21,validation,3072,35.60779569298029,5.2239024469745345,0.06746018677949905,0.0010618133237585425,-11.701926231384277,0.0,2.8252861739019863e-06
ex5,fourier,22,validation,3072,34.46586621296592,5.294417796016205,0.06746941059827805,0.0010456236777827144,-11.702325820922852,0.0,2.821468342517619e-06
ex5,fourier,23,validation,3072,35.06842432101257,5.360681389924139,0.06772150844335556,0.0010055097518488765,-11.70290756225586,0.0,2.90485536424967e-06
ex5,fourier,24,validation,3072,35.3245191819733,5.381811356986873,0.06769157201051712,0.0010478234617039561,-11.70222282409668,0.0,2.9106761303410167e-06
ex5,fourier,25,validation,3072,34.833414582011756,5.32398889499018,0.06770797073841095,0.0010198334930464625,-11.702672958374023,0.0,2.907718453570851e-06
ex5,fourier,26,validation,3072,34.751349589030724,5.022558330907486,0.06743752956390381,0.0010515813482925296,-11.702078819274902,0.0,2.8202255180076463e-06
ex5,fourier,27,validation,3072,33.37400098500075,5.425780056917574,0.06727796792984009,0.000986185041256249,-11.703392028808594,0.0,2.8179592845845036e-06
ex5,fourier,28,validation,3072,37.63946184102679,5.315957020036876,0.06741493195295334,0.0010495349997654557,-11.701957702636719,0.0,2.820691179294954e-06
ex5,fourier,29,validation,3072,34.160794502007775,4.93367483606562,0.06745022535324097,0.0010562153765931726,-11.702035903930664,0.0,2.82168934973015e-06
ex5,mlp_shallow,0,validation,2564,39.939055205031764,6.744992810941767,0.0676131471991539,0.0011176570551469922,-11.69926929473877,0.0,2.8317872420302592e-06
ex5,mlp_shallow,1,validation,2564,39.94285810098518,6.905886649095919,0.06759382784366608,0.0011164298048242927,-11.699352264404297,0.0,2.8301192287472077e-06
ex5,mlp_shallow,2,validation,2564,39.03950615704525,6.39997038099682,0.06767439097166061,0.0010945574613288045,-11.699627876281738,0.0,2.8192523586767493e-06
ex5,mlp_shallow,3,validation,2564,38.789779373968486,6.611957782006357,0.06774507462978363,0.0011086135637015104,-11.699344635009766,0.0,2.825620413204888e-06
ex5,mlp_shallow,4,validation,2564,36.74531605700031,6.581380567047745,0.06771405786275864,0.0011240371968597174,-11.69912338256836,0.0,2.8352706067380495e-06
ex5,mlp_shallow,5,validation,2564,38.35682181199081,6.524194216995966,0.06771418452262878,0.0011218700092285872,-11.699064254760742,0.0,2.8312390440987656e-06
ex5,mlp_shallow,6,validation,2564,39.154042745998595,6.972736041992903,0.06770562380552292,0.0011013852199539542,-11.699522018432617,0.0,2.8278552690608194e-06
ex5,mlp_shallow,7,validation,2564,39.42127672099741,7.906740242964588,0.06765304505825043,0.0011056165676563978,-11.699458122253418,0.0,2.829282720995252e-06
ex5,mlp_shallow,8,validation,2564,38.40153031900991,6.153526445035823,0.06778395175933838,0.0011069201864302158,-11.699298858642578,0.0,2.823390559569816e-06
ex5,mlp_shallow,9,validation,2564,39.50754128600238,6.4548159970436245,0.06771596521139145,0.001115571241825819,-11.69921588897705,0.0,2.830850462487433e-06
ex5,mlp_shallow,10,validation,2564,38.26006318599684,6.77111178310588,0.0676908940076828,0.0011127867037430406,-11.6992769241333,0.0,2.8318631848378573e-06
ex5,mlp_shallow,11,validation,2564,38.081573018978816,7.113147731986828,0.06773390620946884,0.0011188674252480268,-11.699216842651367,0.0,2.8315873805695446e-06
ex5,mlp_shallow,12,validation,2564,39.107326495985035,7.101510780979879,0.06762778759002686,0.0011113695800304413,-11.699408531188965,0.0,2.829479626598186e-06
ex5,mlp_shallow,13,validation,2564,39.93111702101305,6.7355022939736955,0.06773736327886581,0.001097313011996448,-11.699559211730957,0.0,2.822375336108962e-06
ex5,mlp_shallow,14,validation,2564,40.73381235200213,6.533951924939174,0.06759441643953323,0.0010989076690748334,-11.699633598327637,0.0,2.823807562890579e-06
ex5,mlp_shallow,15,validation,2564,38.95511473400984,6.684475495945662,0.0676814615726471,0.0011013408657163382,-11.699495315551758,0.0,2.8291397029533982e-06
ex5,mlp_shallow,16,validation,2564,38.59873903798871,7.803678063093685,0.06758629530668259,0.0011042638216167688,-11.699467658996582,0.0,2.825415776896989e-06
ex5,mlp_shallow,17,validation,2564,39.21927058999427,6.4505613060318865,0.06769627332687378,0.0010994821786880493,-11.69963264465332,0.0,2.824491957653663e-06
ex5,mlp_shallow,18,validation,2564,39.318275331985205,7.024882183002774,0.06761813163757324,0.00110824394505471,-11.699419975280762,0.0,2.82738619716838e-06
ex5,mlp_shallow,19,validation,2564,37.845377074030694,5.967856206058059,0.0676206424832344,0.001100524328649044,-11.699563026428223,0.0,2.8248634862393374e-06
ex5,mlp_shallow,20,validation,2564,38.63967075495748,7.245787127001677,0.06760048866271973,0.001097730826586485,-11.699729919433594,0.0,2.8266122171771713e-06
ex5,mlp_shallow,21,validation,2564,40.963644055998884,6.301018191908952,0.06765733659267426,0.0011066107545047998,-11.699420928955078,0.0,2.8271679184399545e-06
ex5,mlp_shallow,22,validation,2564,38.5689518530271,7.616657238046173,0.06757145375013351,0.0010809717932716012,-11.699994087219238,0.0,2.817773747665342e-06
ex5,mlp_shallow,23,validation,2564,38.70233038900187,7.27628154004924,0.06760820746421814,0.001105808885768056,-11.699477195739746,0.0,2.8258145903237164e-06
ex5,mlp_shallow,24,validation,2564,40.3025996159995,8.347732849069871,0.06769928336143494,0.001100751687772572,-11.699470520019531,0.0,2.823543809427065e-06
ex5,mlp_shallow,25,validation,2564,38.79309154400835,6.352154780004639,0.06775499135255814,0.0011083510471507907,-11.699365615844727,0.0,2.826954869306064e-06
ex5,mlp_shallow,26,validation,2564,39.14642114599701,7.285922073933762,0.06765848398208618,0.0011106249876320362,-11.699386596679688,0.0,2.8277531782805454e-06
ex5,mlp_shallow,27,validation,2564,38.14736960304435,6.949582216038834,0.06769219785928726,0.0010933778248727322,-11.699640274047852,0.0,2.820704594341805e-06
ex5,mlp_shallow,28,validation,2564,41.03539340599673,6.545288969005924,0.06758464872837067,0.001110395765863359,-11.699399948120117,0.0,2.8311667392699746e-06
ex5,mlp_shallow,29,validation,2564,38.57042679499136,6.590787543042097,0.06763242930173874,0.0011083543067798018,-11.69944953918457,0.0,2.827801608873415e-06
ex5,mlp_deep,0,validation,34308,41.784703407029156,12.855373251950368,0.0364576056599617,0.0002902207197621465,-11.807541847229004,0.0,1.4626630218117498e-06
ex5,mlp_deep,1,validation,34308,42.02933044102974,14.345168830011971,0.04402646794915199,0.0002801683731377125,-11.797043800354004,0.0,1.4278487014962593e-06
ex5,mlp_deep,2,validation,34308,44.427486836968455,11.154653283010703,0.04671695455908775,0.0002711399574764073,-11.796914100646973,0.0,1.3089576214042609e-06
ex5,mlp_deep,3,validation,34308,43.34619589400245,11.531507387931924,0.04543767869472504,0.0002964510931633413,-11.78886890411377,0.0,1.551953118905658e-06
ex5,mlp_deep,4,validation,34308,47.307677036034875,11.00379436503863,0.04634770005941391,0.00028359919087961316,-11.793664932250977,0.0,1.4015876104167546e-06
ex5,mlp_deep,5,validation,34308,42.15618328098208,12.101184120052494,0.04494724050164223,0.0002916731173172593,-11.795000076293945,0.0,1.4277354694058886e-06
ex5,mlp_deep,6,validation,34308,44.02284835500177,11.177447531023063,0.04736015200614929,0.0002793252933770418,-11.794544219970703,0.0,1.326494270870171e-06
ex5,mlp_deep,7,validation,34308,42.89088417601306,11.262897341046482,0.04651741310954094,0.00026805521338246763,-11.795441627502441,0.0,1.3297441228132811e-06
ex5,mlp_deep,8,validation,34308,42.12950650602579,10.33297103800578,0.04646871238946915,0.000321957137202844,-11.78679370880127,0.0,1.5904893189144786e-06
ex5,mlp_deep,9,validation,34308,43.38790322502609,10.811585538031068,0.04631352797150612,0.00030109414365142584,-11.790323257446289,0.0,1.4936091474737623e-06
ex5,mlp_deep,10,validation,34308,44.861206826986745,12.001129243988544,0.04841325804591179,0.00028288253815844655,-11.792387962341309,0.0,1.3575640878116246e-06
ex5,mlp_deep,11,validation,34308,45.15544174000388,11.990890907065477,0.046987321227788925,0.0003047386126127094,-11.787734985351562,0.0,1.5646936617486062e-06
ex5,mlp_deep,12,validation,34308,40.19520132604521,10.74715676996857,0.04680145904421806,0.0002880308893509209,-11.788444519042969,0.0,1.5065216985021834e-06
ex5,mlp_deep,13,validation,34308,41.929608356032986,11.072493819985539,0.046918682754039764,0.00026709475787356496,-11.79461669921875,0.0,1.3443710713545443e-06
ex5,mlp_deep,14,validation,34308,44.235474170011,11.397407815034967,0.044072721153497696,0.0002734067675191909,-11.799531936645508,0.0,1.3636326912092045e-06
ex5,mlp_deep,15,validation,34308,42.6068452129839,11.199108186003286,0.04653939604759216,0.0002986827166751027,-11.790766716003418,0.0,1.4661513887403999e-06
ex5,mlp_deep,16,validation,34308,40.87572277302388,11.403206683055032,0.04496290162205696,0.0002925049338955432,-11.790718078613281,0.0,1.5413405662911828e-06
ex5,mlp_deep,17,validation,34308,41.92372348700883,11.19489710603375,0.04752618819475174,0.00029717388679273427,-11.793545722961426,0.0,1.3913515886088135e-06
ex5,mlp_deep,18,validation,34308,41.849430734000634,12.353355731989723,0.0468708761036396,0.000280886422842741,-11.793370246887207,0.0,1.4009741562404088e-06
ex5,mlp_deep,19,validation,34308,41.20032332302071,12.211053711012937,0.04321541264653206,0.0002908180467784405,-11.797261238098145,0.0,1.4602977671529516e-06
ex5,mlp_deep,20,validation,34308,41.21601615601685,11.441881910024676,0.0473373644053936,0.00029979561804793775,-11.78864860534668,0.0,1.518809654044162e-06
ex5,mlp_deep,21,validation,34308,41.38442784897052,11.770022733020596,0.03549160435795784,0.000266981718596071,-11.815199851989746,0.0,1.3769096085525234e-06
ex5,mlp_deep,22,validation,34308,42.36439525295282,12.18481665395666,0.042831603437662125,0.0002908252354245633,-11.796021461486816,0.0,1.4875265605951427e-06
ex5,mlp_deep,23,validation,34308,43.97791760601103,12.09563049202552,0.04651786386966705,0.00027835482615046203,-11.792196273803711,0.0,1.4020328080732725e-06
ex5,mlp_deep,24,validation,34308,40.097787544014864,11.152336225030012,0.04548202455043793,0.00030081201111897826,-11.786746978759766,0.0,1.6057975926742074e-06
ex5,mlp_deep,25,validation,34308,41.6570616060053,11.343369662063196,0.04502652958035469,0.0002981503203045577,-11.790125846862793,0.0,1.5332580005633645e-06
ex5,mlp_deep,26,validation,34308,41.26008564000949,13.300033189996611,0.04691566899418831,0.00027724954998120666,-11.793155670166016,0.0,1.3570021337727667e-06
ex5,mlp_deep,27,validation,34308,40.90156177798053,12.296138196019456,0.039772022515535355,0.00028527711401693523,-11.803848266601562,0.0,1.4795260767641594e-06
ex5,mlp_deep,28,validation,34308,42.34641873295186,12.152663106971886,0.037339743226766586,0.00027174685965292156,-11.810781478881836,0.0,1.3501322655429249e-06
ex5,mlp_deep,29,validation,34308,40.87865775998216,10.996853857010137,0.046603504568338394,0.0002729894476942718,-11.797090530395508,0.0,1.3068668067717226e-06
ex7,fourier,0,validation,6144,50.9623116190196,5.263798127009068,0.15796183049678802,0.00014156915131025016,-8.686361312866211,0.0,0.009667030535638332
ex7,fourier,1,validation,6144,51.99321202799911,5.503634922031779,0.15948456525802612,0.000141492739203386,-8.686295509338379,0.0,0.009667020291090012
ex7,fourier,2,validation,6144,50.203450724016875,7.5956803720328026,0.15918651223182678,0.00014103359717410058,-8.686332702636719,0.0,0.009666570462286472
ex7,fourier,3,validation,6144,51.03867253201315,7.715365695941728,0.15964439511299133,0.00014348502736538649,-8.686302185058594,0.0,0.00966278649866581
ex7,fourier,4,validation,6144,50.16769276902778,6.555069147085305,0.15755793452262878,0.0001381632755510509,-8.686458587646484,0.0,0.009676818735897541
ex7,fourier,5,validation,6144,51.103431035007816,5.956823333981447,0.15961772203445435,0.00014050160825718194,-8.686323165893555,0.0,0.009668434038758278
ex7,fourier,6,validation,6144,52.20367207599338,5.183997583983,0.15763263404369354,0.00013948757259640843,-8.686424255371094,0.0,0.009673340246081352
ex7,fourier,7,validation,6144,50.40301168500446,5.681778496073093,0.157281756401062,0.00013844585919287056,-8.686470985412598,0.0,0.009675872512161732
ex7,fourier,8,validation,6144,49.92322472995147,6.123304449953139,0.15703192353248596,0.00013823738845530897,-8.686509132385254,0.0,0.009676305577158928
ex7,fourier,9,validation,6144,50.84104607300833,6.614058220002335,0.16027440130710602,0.00014157033001538366,-8.68625259399414,0.0,0.009665900841355324
ex7,fourier,10,validation,6144,50.99685318098636,5.357620397000574,0.16022950410842896,0.00014392771117854863,-8.686171531677246,0.0,0.009625625796616077
ex7,fourier,11,validation,6144,51.79185437801061,6.358178285008762,0.16035202145576477,0.0001420564076397568,-8.686222076416016,0.0,0.009663617238402367
ex7,fourier,12,validation,6144,50.764210623980034,5.313947950024158,0.15824788808822632,0.0001401329500367865,-8.686416625976562,0.0,0.009670746512711048
ex7,fourier,13,validation,6144,50.92641606304096,5.296859005000442,0.15695174038410187,0.00013974145986139774,-8.686514854431152,0.0,0.00967335794121027
ex7,fourier,14,validation,6144,50.38559944398003,6.341111484041903,0.15721352398395538,0.0001374854618916288,-8.686518669128418,0.0,0.009677540510892868
ex7,fourier,15,validation,6144,51.13253937399713,6.364992488990538,0.16133587062358856,0.0001424114016117528,-8.686152458190918,0.0,0.009654971770942211
ex7,fourier,16,validation,6144,50.99384711898165,5.574782176990993,0.1647249460220337,0.00014621599984820932,-8.685957908630371,0.0,0.009640387259423733
ex7,fourier,17,validation,6144,50.21535292797489,5.862863941991236,0.15668350458145142,0.00013917639444116503,-8.686470031738281,0.0,0.009673831053078175
ex7,fourier,18,validation,6144,50.28373026900226,5.187326515966561,0.16539055109024048,0.00014576350804418325,-8.6858491897583,0.0,0.00962741207331419
ex7,fourier,19,validation,6144,52.65210795204621,4.9277082059998065,0.15715397894382477,0.00014087498129811138,-8.68641185760498,0.0,0.009650963358581066
ex7,fourier,20,validation,6144,50.535720309009776,5.858192335057538,0.15779778361320496,0.00013930635759606957,-8.686433792114258,0.0,0.009673435240983963
ex7,fourier,21,validation,6144,50.19803731003776,5.931200661987532,0.1583225131034851,0.00014060005196370184,-8.686381340026855,0.0,0.009670593775808811
ex7,fourier,22,validation,6144,49.74227341602091,5.601474917028099,0.15805265307426453,0.0001392504491377622,-8.686437606811523,0.0,0.009672977030277252
ex7,fourier,23,validation,6144,50.62585978402058,5.27910940599395,0.15785612165927887,0.00014050280151423067,-8.686408042907715,0.0,0.009669075720012188
ex7,fourier,24,validation,6144,51.02157977595925,6.187084525998216,0.1663544625043869,0.00014421480591408908,-8.685890197753906,0.0,0.009658459573984146
ex7,fourier,25,validation,6144,51.82071416999679,6.294596712978091,0.1616939753293991,0.00014148563786875457,-8.686126708984375,0.0,0.009661718271672726
ex7,fourier,26,validation,6144,49.63708416395821,5.857034546963405,0.1583501249551773,0.0001416388404322788,-8.686304092407227,0.0,0.009667892940342426
ex7,fourier,27,validation,6144,50.63345208601095,5.062216689926572,0.15752390027046204,0.00013913080329075456,-8.686454772949219,0.0,0.009669080376625061
ex7,fourier,28,validation,6144,50.57929653901374,5.540522811061237,0.15954597294330597,0.00014200546138454229,-8.686279296875,0.0,0.009666149504482746
ex7,fourier,29,validation,6144,60.39284513297025,5.422648621024564,0.15878358483314514,0.00014195282710716128,-8.686381340026855,0.0,0.009666974656283855
ex7,mlp_shallow,0,validation,5124,59.41165063303197,7.153010563983116,0.1961904913187027,7.842627383070067e-05,-8.68494701385498,0.0,0.00970086082816124
ex7,mlp_shallow,1,validation,5124,59.1946996540064,6.6313729449757375,0.19622313976287842,7.843236380722374e-05,-8.684952735900879,0.0,0.009696582332253456
ex7,mlp_shallow,2,validation,5124,61.026225475012325,6.686866222938988,0.19618043303489685,7.836687291273847e-05,-8.684947967529297,0.0,0.009697748348116875
ex7,mlp_shallow,3,validation,5124,60.788738009054214,6.587912115966901,0.1961946338415146,7.833402196411043e-05,-8.684946060180664,0.0,0.009701445698738098
ex7,mlp_shallow,4,validation,5124,60.34297091996996,6.297897688986268,0.1962147057056427,7.859081233618781e-05,-8.68494987487793,0.0,0.009698892012238503
ex7,mlp_shallow,5,validation,5124,62.65265767503297,6.60897786001442,0.1961727887392044,7.841202022973448e-05,-8.68494701385498,0.0,0.00969948060810566
ex7,mlp_shallow,6,validation,5124,61.30593775596935,6.451382916071452,0.19621053338050842,7.847350934753194e-05,-8.684947967529297,0.0,0.009696468710899353
ex7,mlp_shallow,7,validation,5124,60.11727729300037,6.879111434973311,0.19621320068836212,7.823021587682888e-05,-8.684951782226562,0.0,0.009698629379272461
ex7,mlp_shallow,8,validation,5124,59.43914544204017,6.420717709930614,0.19618165493011475,7.84226504038088e-05,-8.684945106506348,0.0,0.009687979705631733
ex7,mlp_shallow,9,validation,5124,58.54982753098011,6.582483519043308,0.19620168209075928,7.846912194509059e-05,-8.684950828552246,0.0,0.009697474539279938
ex7,mlp_shallow,10,validation,5124,60.56666121300077,6.830874161969405,0.19618310034275055,7.850665133446455e-05,-8.684948921203613,0.0,0.009699047543108463
ex7,mlp_shallow,11,validation,5124,58.86233460204676,6.512402192049194,0.1962081491947174,7.861651829443872e-05,-8.684948921203613,0.0,0.009692629799246788
ex7,mlp_shallow,12,validation,5124,58.93183911097003,6.750521968991961,0.19621558487415314,7.839539466658607e-05,-8.684951782226562,0.0,0.009689493104815483
ex7,mlp_shallow,13,validation,5124,59.032817507046275,6.651085708057508,0.19621095061302185,7.847149390727282e-05,-8.68494701385498,0.0,0.009699609130620956
ex7,mlp_shallow,14,validation,5124,61.30100982799195,6.858417632000055,0.19620363414287567,7.82745482865721e-05,-8.68494987487793,0.0,0.009694400243461132
ex7,mlp_shallow,15,validation,5124,59.334758109005634,6.72347127989633,0.1962002068758011,7.832606934243813e-05,-8.684951782226562,0.0,0.009696106426417828
ex7,mlp_shallow,16,validation,5124,60.26689620898105,6.284840636013541,0.19616641104221344,7.83106152084656e-05,-8.68494701385498,0.0,0.009702692739665508
ex7,mlp_shallow,17,validation,5124,58.503023719007615,6.57712998293573,0.19622014462947845,7.865414954721928e-05,-8.684950828552246,0.0,0.009694372303783894
ex7,mlp_shallow,18,validation,5124,58.17762234597467,6.169463190017268,0.19620227813720703,7.843533967388794e-05,-8.68494987487793,0.0,0.009701221249997616
ex7,mlp_shallow,19,validation,5124,60.14669450704241,7.017563825997058,0.19619998335838318,7.839145109755918e-05,-8.68494987487793,0.0,0.009690609760582447
ex7,mlp_shallow,20,validation,5124,57.39467789296759,6.830478849995416,0.19622597098350525,7.812535477569327e-05,-8.684952735900879,0.0,0.00970184151083231
ex7,mlp_shallow,21,validation,5124,59.49769429897424,6.723542118037585,0.19615796208381653,7.863572682254016e-05,-8.684943199157715,0.0,0.00970324594527483
ex7,mlp_shallow,22,validation,5124,60.079650179017335,7.098008338012733,0.19620326161384583,7.867514796089381e-05,-8.68494701385498,0.0,0.009696226567029953
ex7,mlp_shallow,23,validation,5124,58.93843547796132,6.558791712974198,0.19620172679424286,7.834738789824769e-05,-8.684947967529297,0.0,0.009702647104859352
ex7,mlp_shallow,24,validation,5124,58.80593127897009,6.388885257008951,0.1961728185415268,7.848739915061742e-05,-8.684947967529297,0.0,0.009706821292638779
ex7,mlp_shallow,25,validation,5124,59.00978701299755,6.66045928990934,0.19622278213500977,7.843145431252196e-05,-8.684951782226562,0.0,0.009700837545096874
ex7,mlp_shallow,26,validation,5124,60.299221235036384,6.726912550977431,0.19617637991905212,7.852925773477182e-05,-8.68494987487793,0.0,0.00969419814646244
ex7,mlp_shallow,27,validation,5124,58.77584730403032,6.718045830028132,0.19620013236999512,7.84724616096355e-05,-8.68494987487793,0.0,0.009697896428406239
ex7,mlp_shallow,28,validation,5124,59.138249440002255,6.329319306998514,0.19618459045886993,7.854364230297506e-05,-8.684947967529297,0.0,0.009694616310298443
ex7,mlp_shallow,29,validation,5124,58.78172674198868,6.872100580018014,0.19619569182395935,7.848233508411795e-05,-8.684946060180664,0.0,0.009698398411273956
ex7,mlp_deep,0,validation,134148,67.3032169759972,13.6308079159935,0.12433944642543793,8.754141163080931e-05,-8.686816215515137,0.0,0.009720804169774055
