K,N,dataset_root,h,method,seed,study,variant,parameters,algorithm_time,reused,train_nll,train_drift_rmse,train_covariance_rmse,train_min_raw_eigenvalue,train_nll_minus_log_h,validation_nll,validation_drift_rmse,validation_covariance_rmse,validation_min_raw_eigenvalue,validation_nll_minus_log_h,test_nll,test_drift_rmse,test_covariance_rmse,test_min_raw_eigenvalue,test_nll_minus_log_h,train_min_covariance_eig,validation_min_covariance_eig,test_min_covariance_eig,train_raw_spd_violation_rate,validation_raw_spd_violation_rate,test_raw_spd_violation_rate,train_numerical_nonpositive_eig_rate,validation_numerical_nonpositive_eig_rate,test_numerical_nonpositive_eig_rate
1024,640000,dataset_roots/N_640000/h_2.5e-05,2.5e-05,split_mlp,1,regime_h,h_2.5e-05,14180,5007.378160968074,True,-12.597261352539062,0.962108994937762,0.2580873968573612,,-2.00062661944299,-12.602293406677246,0.9577070447720256,0.24242548621198312,,-2.0056586735811734,-12.616528005981445,0.9698007182062375,0.2773404153836014,,-2.0198932728853727,9.923964171321131e-06,1.0253995242237579e-05,9.926940947480034e-06,,,,0.0,0.0,0.0
1024,640000,dataset_roots/N_640000/h_2.5e-05,2.5e-05,split_mlp,2,regime_h,h_2.5e-05,14180,4887.0798277819995,True,-12.662650274658203,0.8006342560352131,0.27922068188119764,,-2.0660155415621304,-12.689020230102539,0.7953399540236554,0.26054935706216586,,-2.0923854970064664,-12.69048157043457,0.8102565080803743,0.3069521851244682,,-2.093846837338498,1.155833979282761e-05,1.1628887477854732e-05,1.1602301128732506e-05,,,,0.0,0.0,0.0
1024,640000,dataset_roots/N_640000/h_2.5e-05,2.5e-05,split_mlp,3,regime_h,h_2.5e-05,14180,4796.823363938951,True,-12.55910327758789,1.107521148860357,0.22783111419994234,,-1.9624685444918182,-12.567885137939452,1.098593624876112,0.20314404430592495,,-1.9712504048433797,-12.56964672241211,1.116098505016836,0.2649555923079357,,-1.9730119893160367,1.6037940440583043e-05,1.6060237612691708e-05,1.607671038073022e-05,,,,0.0,0.0,0.0
1024,640000,dataset_roots/N_640000/h_2.5e-05,2.5e-05,split_mlp,4,regime_h,h_2.5e-05,14180,4787.064623429906,True,-12.644265434265137,0.662542086931858,0.20099385908986397,,-2.047630701169064,-12.649531172180176,0.6595289936242847,0.19519528924136562,,-2.052896439084103,-12.658928048706054,0.6649475238821516,0.20313305920172883,,-2.062293315609981,1.1668848856061231e-05,1.1682465810736176e-05,1.1690204701153561e-05,,,,0.0,0.0,0.0
1024,640000,dataset_roots/N_640000/h_2.5e-05,2.5e-05,split_mlp,5,regime_h,h_2.5e-05,14180,4752.653450316051,True,-12.642425744628905,0.7568059112519392,0.2742484747803129,,-2.045791011532833,-12.652972567749023,0.7544631777319574,0.2657146338836707,,-2.0563378346529504,-12.66182259979248,0.7619256503830681,0.31431823771613504,,-2.065187866696407,1.2989635251869913e-05,1.3047003449173644e-05,1.4090595868765377e-05,,,,0.0,0.0,0.0
1024,640000,dataset_roots/N_640000/h_2.5e-05,2.5e-05,split_mlp,6,regime_h,h_2.5e-05,14180,4860.518611153937,True,-12.586682623291015,0.9402700623729511,0.22573358454345008,,-1.9900478901949423,-12.589455421447754,0.9400907058219193,0.21935300338712677,,-1.9928206883516815,-12.599352772521973,0.9440023660263177,0.23792159805631313,,-2.0027180394259005,1.3605604181066155e-05,1.399279062752612e-05,1.4439464393944945e-05,,,,0.0,0.0,0.0
1024,640000,dataset_roots/N_640000/h_2.5e-05,2.5e-05,split_mlp,7,regime_h,h_2.5e-05,14180,4814.931919340044,True,-12.498635913085938,1.1588043626048943,0.18907880840987712,,-1.902001179989865,-12.50429907989502,1.1589106763048067,0.18489982098918842,,-1.9076643467989474,-12.511656364440919,1.158040554107814,0.19391867607268828,,-1.915021631344846,1.8011469364864752e-05,1.8036911569652148e-05,1.811473339330405e-05,,,,0.0,0.0,0.0
1024,640000,dataset_roots/N_640000/h_2.5e-05,2.5e-05,split_mlp,8,regime_h,h_2.5e-05,14180,4780.156702223001,True,-12.526871041870118,1.1531433826798094,0.20893051484352473,,-1.9302363087740453,-12.541612930297852,1.1446829283444333,0.20683763053503018,,-1.9449781972017792,-12.552003839111329,1.1633962398859392,0.20938263756602743,,-1.9553691060152563,1.2477066775318235e-05,1.2990175491722766e-05,1.3075901733827777e-05,,,,0.0,0.0,0.0
1024,640000,dataset_roots/N_640000/h_2.5e-05,2.5e-05,split_mlp,9,regime_h,h_2.5e-05,14180,4874.785247675027,True,-12.583133909606934,0.9076045366418343,0.22970528877890975,,-1.9864991765108613,-12.599098304748535,0.9004097576270859,0.22518771623269174,,-2.002463571652463,-12.593110711669922,0.9163549992335609,0.23527281677335568,,-1.9964759785738497,1.605943361937534e-05,1.6100542779895477e-05,1.609288483450655e-05,,,,0.0,0.0,0.0
1024,640000,dataset_roots/N_640000/h_5e-05,5e-05,joint_fourier,0,regime_h,h_5e-05,14336,878.477394567104,True,-9.88238716,0.267762184,1.12614608,1.57157247e-05,0.021100392536126833,-9.89561272,0.267122954,1.12205839,1.58400635e-05,0.00787483253612642,-9.87713242,0.267538458,1.11258769,1.58199546e-05,0.026355132536126646,,,,,,,,,
1024,640000,dataset_roots/N_640000/h_5e-05,5e-05,joint_fourier,1,regime_h,h_5e-05,14336,857.2951854079729,True,-9.84255123,0.284923673,1.28192389,1.10675028e-05,0.06093632253612746,-9.83634853,0.28454569,1.27977204,1.1057321e-05,0.0671390225361268,-9.8364048,0.287236035,1.27072716,1.11620157e-05,0.06708275253612683,,,,,,,,,
1024,640000,dataset_roots/N_640000/h_5e-05,5e-05,joint_fourier,2,regime_h,h_5e-05,14336,851.9904504129663,True,-9.76330757,0.328056216,1.15058959,8.72448345e-06,0.14017998253612696,-9.77679348,0.326914757,1.14577091,9.08786387e-06,0.12669407253612697,-9.75462341,0.329146087,1.14284956,8.94066852e-06,0.14886414253612656,,,,,,,,,
1024,640000,dataset_roots/N_640000/h_5e-05,5e-05,joint_fourier,3,regime_h,h_5e-05,14336,867.5707894930383,True,-9.88587189,0.244652525,1.63833928,1.91972522e-05,0.017615662536126564,-9.89925766,0.244931772,1.62226605,1.92578009e-05,0.004229892536127267,-9.88698864,0.245548204,1.60276926,1.92440966e-05,0.01649891253612701,,,,,,,,,
1024,640000,dataset_roots/N_640000/h_5e-05,5e-05,joint_fourier,4,regime_h,h_5e-05,14336,894.5945562099805,True,-9.82466221,0.292056113,1.21001256,1.31822399e-05,0.07882534253612761,-9.82558632,0.290341228,1.20531762,1.34417041e-05,0.0779012325361279,-9.82032967,0.293751746,1.19689775,1.34042602e-05,0.08315788253612766,,,,,,,,,
1024,640000,dataset_roots/N_640000/h_5e-05,5e-05,joint_fourier,5,regime_h,h_5e-05,14336,867.6276562110288,True,-9.84758759,0.28791973,1.24166727,1.36768867e-05,0.05589996253612739,-9.84878635,0.28801021,1.23672354,1.37308562e-05,0.05470120253612798,-9.84992695,0.287445068,1.22604394,1.41458668e-05,0.05356060253612682,,,,,,,,,
1024,640000,dataset_roots/N_640000/h_5e-05,5e-05,joint_fourier,6,regime_h,h_5e-05,14336,850.653763235081,True,-9.77463913,0.24207361,1.54036987,1.1119485e-05,0.1288484225361266,-9.78922367,0.241826773,1.5330919,1.13507622e-05,0.11426388253612707,-9.77715302,0.242471024,1.52841723,1.11883146e-05,0.12633453253612714,,,,,,,,,
1024,640000,dataset_roots/N_640000/h_5e-05,5e-05,joint_fourier,7,regime_h,h_5e-05,14336,854.0477876260411,True,-9.87530136,0.225509793,1.2533704,8.77277762e-06,0.028186192536127308,-9.88309193,0.225671098,1.25246847,9.59972022e-06,0.020395622536126368,-9.87809944,0.224549577,1.23715746,1.09909033e-05,0.025388112536127494,,,,,,,,,
1024,640000,dataset_roots/N_640000/h_5e-05,5e-05,joint_fourier,8,regime_h,h_5e-05,14336,864.9721643120283,True,-9.8264513,0.240870222,1.17901206,1.20776267e-05,0.07703625253612678,-9.8350687,0.240501761,1.17188358,1.21849771e-05,0.06841885253612645,-9.80018425,0.242383361,1.1670413,1.21109679e-05,0.10330330253612807,,,,,,,,,
1024,640000,dataset_roots/N_640000/h_5e-05,5e-05,joint_fourier,9,regime_h,h_5e-05,14336,853.7907521809684,True,-9.82233238,0.26641196,1.25570023,1.45041877e-05,0.08115517253612659,-9.82619953,0.266869783,1.24828422,1.45708273e-05,0.07728802253612699,-9.81912613,0.266819805,1.24258876,1.48113586e-05,0.08436142253612644,,,,,,,,,
1024,640000,dataset_roots/N_640000/h_5e-05,5e-05,split_fourier,0,regime_h,h_5e-05,14336,4491.587138212053,True,-9.867232322692871,1.0009888410568237,0.8875018358230591,,0.03625522984325613,-9.879422187805176,0.9931986331939697,0.8846302628517151,,0.024065364730951444,-9.868983268737793,0.9991769790649414,0.8784953355789185,,0.034504283798334257,2.417220275674481e-05,2.9218135750852525e-05,2.9275317501742393e-05,,,,,,
1024,640000,dataset_roots/N_640000/h_5e-05,5e-05,split_fourier,1,regime_h,h_5e-05,14336,4455.402864345931,True,-9.896371841430664,0.9149858951568604,1.0433924198150635,,0.007115711105463163,-9.923016548156738,0.9105467200279236,1.04331636428833,,-0.019528995620611056,-9.910662651062012,0.9128586649894714,1.0318392515182495,,-0.0071750985258844935,1.616338522580918e-05,1.7693626432446763e-05,1.7217855202034116e-05,,,,,,
1024,640000,dataset_roots/N_640000/h_5e-05,5e-05,split_fourier,2,regime_h,h_5e-05,14336,4718.849274406093,True,-9.794243812561035,0.7848548293113708,0.7921191453933716,,0.10924373997509207,-9.807329177856445,0.7823330163955688,0.7845577597618103,,0.09615837467968191,-9.796555519104004,0.7855282425880432,0.7821919322013855,,0.10693203343212332,1.671263817115687e-05,1.7368716726196e-05,1.6769852663856e-05,,,,,,
1024,640000,dataset_roots/N_640000/h_5e-05,5e-05,split_fourier,3,regime_h,h_5e-05,14336,4296.33538724808,True,-9.874449729919434,0.8409478068351746,1.1124788522720337,,0.02903782261669363,-9.865934371948242,0.839968204498291,1.1033267974853516,,0.03755318058788504,-9.887825965881348,0.8393561244010925,1.0906926393508911,,0.01566158665477957,1.771067218214739e-05,1.784239793778397e-05,1.8075226762448438e-05,,,,,,
1024,640000,dataset_roots/N_640000/h_5e-05,5e-05,split_fourier,4,regime_h,h_5e-05,14336,4393.492950226995,True,-9.810781478881836,0.6666848063468933,0.8640682697296143,,0.09270607365429129,-9.82683277130127,0.666598916053772,0.8590546250343323,,0.0766547812348577,-9.807151794433594,0.6661853790283203,0.8572208285331726,,0.09633575810253348,2.4403430870734155e-05,2.7997310098726302e-05,2.8107153411838226e-05,,,,,,
1024,640000,dataset_roots/N_640000/h_5e-05,5e-05,split_fourier,5,regime_h,h_5e-05,14336,4616.87280751206,True,-9.83740520477295,0.8034917116165161,1.0194820165634155,,0.066082347763178,-9.86052131652832,0.7993603348731995,1.0159542560577393,,0.04296623600780691,-9.834529876708984,0.799187958240509,1.0084348917007446,,0.06895767582714285,2.352214141865261e-05,2.3896258426248096e-05,2.3877852072473615e-05,,,,,,
1024,640000,dataset_roots/N_640000/h_5e-05,5e-05,split_fourier,6,regime_h,h_5e-05,14336,4615.9442508210195,True,-9.809404373168945,0.8422293066978455,1.1735413074493408,,0.09408317936718191,-9.811702728271484,0.8427568674087524,1.1659725904464722,,0.09178482426464285,-9.801039695739746,0.8342557549476624,1.1605478525161743,,0.10244785679638113,1.2375757250993047e-05,1.2446148502931464e-05,1.2619455446838401e-05,,,,,,
1024,640000,dataset_roots/N_640000/h_5e-05,5e-05,split_fourier,7,regime_h,h_5e-05,14336,4271.565287975012,True,-9.849470138549805,0.8340726494789124,1.0336933135986328,,0.05401741398632254,-9.862005233764648,0.8293142318725586,1.0328152179718018,,0.04148231877147879,-9.8546781539917,0.8324247598648071,1.0239611864089966,,0.048809398544428007,1.6125222828122787e-05,1.9097338736173697e-05,1.9548804630176164e-05,,,,,,
1024,640000,dataset_roots/N_640000/h_5e-05,5e-05,split_fourier,8,regime_h,h_5e-05,14336,4307.036372433999,True,-9.776623725891113,0.859685480594635,1.0388087034225464,,0.12686382664501394,-9.804362297058105,0.8587725758552551,1.0335942506790161,,0.09912525547802176,-9.770990371704102,0.8593844771385193,1.030119776725769,,0.13249718083202566,2.2177337086759508e-05,2.2277112293522805e-05,2.2478941900772043e-05,,,,,,
1024,640000,dataset_roots/N_640000/h_5e-05,5e-05,split_fourier,9,regime_h,h_5e-05,14336,4330.073883721954,True,-9.865942001342773,0.8593159914016724,1.0961240530014038,,0.03754555119335379,-9.88337516784668,0.8617762923240662,1.0911922454833984,,0.020112384689447538,-9.879180908203125,0.8570506572723389,1.0854663848876953,,0.024306644333002225,1.6571395462960936e-05,2.0484058040892705e-05,1.737289858283475e-05,,,,,,
1024,640000,dataset_roots/N_640000/h_5e-05,5e-05,arff,0,regime_h,h_5e-05,14336,990.3335596449906,True,-10.102025985717773,0.4473002851009369,0.08039385080337524,-0.14000989496707916,-0.1985384331816462,-10.118229866027832,0.4510800838470459,0.07828211039304733,-0.13589109480381012,-0.2147423134917048,-10.107412338256836,0.4452364146709442,0.08029907196760178,-0.1390346735715866,-0.2039247857207087,,,,0.47675153613090515,0.4714999794960022,0.4717999994754791,,,
1024,640000,dataset_roots/N_640000/h_5e-05,5e-05,arff,1,regime_h,h_5e-05,14336,981.1738560760859,True,-10.113813400268555,0.4238812327384949,0.08132312446832657,-0.11974658817052841,-0.21032584773242746,-10.145891189575195,0.4257383346557617,0.0791475772857666,-0.1183612123131752,-0.2424036370390681,-10.134522438049316,0.42315006256103516,0.08085525035858154,-0.11964645236730576,-0.23103488551318918,,,,0.4733765423297882,0.48589998483657837,0.4772999882698059,,,
1024,640000,dataset_roots/N_640000/h_5e-05,5e-05,arff,2,regime_h,h_5e-05,14336,984.343160055927,True,-10.127423286437988,0.3662373721599579,0.079835444688797,-0.11647193133831024,-0.22393573390186106,-10.141913414001465,0.36918237805366516,0.07768452167510986,-0.11179827898740768,-0.23842586146533762,-10.14703369140625,0.36557185649871826,0.07940869778394699,-0.11077342927455902,-0.24354613887012277,,,,0.4776749908924103,0.4803999960422516,0.4777999818325043,,,
1024,640000,dataset_roots/N_640000/h_5e-05,5e-05,arff,3,regime_h,h_5e-05,14336,992.8274708489189,True,-10.092303276062012,0.4097591042518616,0.0810796245932579,-0.11856220662593842,-0.1888157235258845,-10.116029739379883,0.41561585664749146,0.07912891358137131,-0.11543483287096024,-0.2125421868437556,-10.113195419311523,0.40816599130630493,0.0807432234287262,-0.11804386973381042,-0.2097078667753962,,,,0.4751874804496765,0.48429998755455017,0.4713999927043915,,,
1024,640000,dataset_roots/N_640000/h_5e-05,5e-05,arff,4,regime_h,h_5e-05,14336,991.3610714389943,True,-10.106666564941406,0.4293321371078491,0.07916462421417236,-0.11298190802335739,-0.20317901240527902,-10.136767387390137,0.4343497157096863,0.07698679715394974,-0.1125638484954834,-0.2332798348540095,-10.124661445617676,0.42722460627555847,0.07883437722921371,-0.11217823624610901,-0.22117389308154856,,,,0.47251248359680176,0.48009997606277466,0.46869999170303345,,,
1024,640000,dataset_roots/N_640000/h_5e-05,5e-05,arff,5,regime_h,h_5e-05,14336,990.3409815049963,True,-10.120404243469238,0.4177860617637634,0.0805496871471405,-0.1337919384241104,-0.21691669093311106,-10.144712448120117,0.4186854660511017,0.07845813781023026,-0.12354817986488342,-0.24122489558398996,-10.141952514648438,0.417098730802536,0.08023843169212341,-0.13134212791919708,-0.23846496211231027,,,,0.48207342624664307,0.4861999750137329,0.4893999993801117,,,
1024,640000,dataset_roots/N_640000/h_5e-05,5e-05,arff,6,regime_h,h_5e-05,14336,986.3631720870035,True,-10.056792259216309,0.4177936017513275,0.07978183776140213,-0.12851358950138092,-0.15330470668018137,-10.075141906738281,0.4226229190826416,0.0775764063000679,-0.12810520827770233,-0.17165435420215402,-10.082771301269531,0.4157908260822296,0.07945060729980469,-0.12795118987560272,-0.17928374873340402,,,,0.473931223154068,0.4867999851703644,0.48099997639656067,,,
1024,640000,dataset_roots/N_640000/h_5e-05,5e-05,arff,7,regime_h,h_5e-05,14336,989.766462828964,True,-10.116660118103027,0.3954392969608307,0.078801728785038,-0.1587957888841629,-0.21317256556690012,-10.138973236083984,0.39983096718788147,0.07667181640863419,-0.1535448133945465,-0.23548568354785715,-10.1411714553833,0.39469602704048157,0.07828453183174133,-0.11725299060344696,-0.23768390284717356,,,,0.4840609133243561,0.491599977016449,0.48659998178482056,,,
1024,640000,dataset_roots/N_640000/h_5e-05,5e-05,arff,8,regime_h,h_5e-05,14336,988.1240856569493,True,-10.084183692932129,0.43348219990730286,0.0800148993730545,-0.12007467448711395,-0.18069614039600168,-10.09667682647705,0.4381004571914673,0.07791205495595932,-0.11849969625473022,-0.19318927394092356,-10.108930587768555,0.43164870142936707,0.07960143685340881,-0.11980167776346207,-0.20544303523242746,,,,0.47153905034065247,0.47209998965263367,0.47689998149871826,,,
1024,640000,dataset_roots/N_640000/h_5e-05,5e-05,arff,9,regime_h,h_5e-05,14336,990.2834047679789,True,-10.078990936279297,0.4019789695739746,0.07831371575593948,-0.10485448688268661,-0.17550338374316965,-10.098135948181152,0.40490737557411194,0.07615992426872253,-0.10134176909923553,-0.19464839564502512,-10.090816497802734,0.4010598659515381,0.07784301042556763,-0.10347030311822891,-0.18732894526660715,,,,0.48189374804496765,0.4892999827861786,0.4812999963760376,,,
1024,640000,dataset_roots/N_640000/h_5e-05,5e-05,joint_mlp,0,regime_h,h_5e-05,14180,958.6906683469424,True,-11.9293995,0.0567484833,0.325285733,7.52702454e-06,-2.0259119474638734,-11.954318,0.0568562336,0.302451015,7.64575361e-06,-2.0508304474638734,-11.9467058,0.0564832464,0.335098565,7.58811666e-06,-2.043218247463873,,,,,,,,,
1024,640000,dataset_roots/N_640000/h_5e-05,5e-05,joint_mlp,1,regime_h,h_5e-05,14180,966.0481069099624,True,-11.882165,0.0573367588,0.204865441,7.74521595e-06,-1.9786774474638733,-11.9172487,0.0573140942,0.203165978,7.79260154e-06,-2.013761147463873,-11.9059763,0.0571254231,0.205524847,7.90622198e-06,-2.0024887474638735,,,,,,,,,
1024,640000,dataset_roots/N_640000/h_5e-05,5e-05,joint_mlp,2,regime_h,h_5e-05,14180,1005.9742198670283,True,-11.9430485,0.0509673767,0.251238316,8.10507208e-06,-2.0395609474638725,-11.9660015,0.0508933179,0.24677144,8.23755363e-06,-2.0625139474638736,-11.9775743,0.0509817898,0.251208544,8.22142647e-06,-2.0740867474638733,,,,,,,,,
1024,640000,dataset_roots/N_640000/h_5e-05,5e-05,joint_mlp,3,regime_h,h_5e-05,14180,944.3762759380043,True,-11.9022608,0.0662057325,0.314745605,1.15216926e-05,-1.9987732474638733,-11.9338751,0.066075325,0.299729258,1.15827233e-05,-2.0303875474638726,-11.9258595,0.0659920126,0.319934696,1.16028377e-05,-2.0223719474638724,,,,,,,,,
1024,640000,dataset_roots/N_640000/h_5e-05,5e-05,joint_mlp,4,regime_h,h_5e-05,14180,968.4422281829175,True,-11.9026718,0.0572421513,0.222272828,7.47440436e-06,-1.999184247463873,-11.9182901,0.0573252849,0.2207838,7.62199079e-06,-2.014802547463873,-11.9163141,0.0569357872,0.229281485,7.54374787e-06,-2.012826547463872,,,,,,,,,
1024,640000,dataset_roots/N_640000/h_5e-05,5e-05,joint_mlp,5,regime_h,h_5e-05,14180,982.7757642460056,True,-11.873354,0.0578795671,0.22057569,1.16202255e-05,-1.9698664474638736,-11.8991051,0.0578267947,0.218986392,1.16609062e-05,-1.9956175474638727,-11.898756,0.0576714724,0.222061008,1.16516867e-05,-1.9952684474638733,,,,,,,,,
1024,640000,dataset_roots/N_640000/h_5e-05,5e-05,joint_mlp,6,regime_h,h_5e-05,14180,1013.9799569899915,True,-11.9168415,0.0665059611,0.217921704,8.00809084e-06,-2.013353947463873,-11.9428282,0.0665982142,0.212854728,8.081538e-06,-2.039340647463872,-11.9449501,0.0662519857,0.220094249,8.08699406e-06,-2.0414625474638726,,,,,,,,,
1024,640000,dataset_roots/N_640000/h_5e-05,5e-05,joint_mlp,7,regime_h,h_5e-05,14180,958.5489845200209,True,-11.8604355,0.0476670563,0.260954887,1.13980341e-05,-1.9569479474638722,-11.8850298,0.0475522727,0.261436909,1.18123389e-05,-1.9815422474638726,-11.8874855,0.0473957844,0.266752392,1.17054469e-05,-1.9839979474638731,,,,,,,,,
1024,640000,dataset_roots/N_640000/h_5e-05,5e-05,joint_mlp,8,regime_h,h_5e-05,14180,980.0814089600462,True,-11.9197588,0.0527108796,0.270896405,9.90141689e-06,-2.016271247463873,-11.9479122,0.0526487939,0.268156797,9.93400408e-06,-2.044424647463872,-11.9487667,0.0525261387,0.273086876,9.90416538e-06,-2.045279147463873,,,,,,,,,
1024,640000,dataset_roots/N_640000/h_5e-05,5e-05,joint_mlp,9,regime_h,h_5e-05,14180,988.0221232390031,True,-11.8589649,0.0668694377,0.231247187,9.74245904e-06,-1.955477347463873,-11.8874664,0.0668390244,0.229761094,9.96187646e-06,-1.983978847463872,-11.8923311,0.0667090118,0.232583374,9.76483352e-06,-1.9888435474638726,,,,,,,,,
1024,640000,dataset_roots/N_640000/h_5e-05,5e-05,split_mlp,0,regime_h,h_5e-05,14180,4794.627711161971,True,-11.721876181030273,0.5600284034096092,0.20800587429618023,,-1.8183886284941462,-11.737530197143554,0.5594624583696459,0.20616659625436226,,-1.8340426446074272,-11.751498469543456,0.5616054585961665,0.21161977876831412,,-1.8480109170073291,2.0013954781461507e-05,2.0334566215751693e-05,2.0656882043113e-05,,,,0.0,0.0,0.0
1024,640000,dataset_roots/N_640000/h_5e-05,5e-05,split_mlp,1,regime_h,h_5e-05,14180,4884.753162767971,True,-11.804489727783203,0.3832830633759068,0.20446973842690577,,-1.9010021752470756,-11.844105624389648,0.3824786749295221,0.20781184243353729,,-1.940618071853521,-11.840421800231933,0.38460479465016884,0.21238444111078092,,-1.936934247695806,1.4360725799633656e-05,1.450334912078688e-05,1.4484842722595204e-05,,,,0.0,0.0,0.0
1024,640000,dataset_roots/N_640000/h_5e-05,5e-05,split_mlp,2,regime_h,h_5e-05,14180,4820.965329875937,True,-11.817197973632812,0.38407169911847727,0.27632033766411696,,-1.9137104210966847,-11.825947456359863,0.38304236022721316,0.2603971837238429,,-1.9224599038237358,-11.848991477966308,0.38433314594848955,0.2952950986004042,,-1.945503925430181,1.7100635886890814e-05,1.7431895685149357e-05,1.7432956155971624e-05,,,,0.0,0.0,0.0
1024,640000,dataset_roots/N_640000/h_5e-05,5e-05,split_mlp,3,regime_h,h_5e-05,14180,4751.071919342037,True,-11.793661767578126,0.6351382196635034,0.18637374250694952,,-1.8901742150419985,-11.811079597473144,0.6359297886148144,0.18329589235016397,,-1.907592044937017,-11.82864493713379,0.6369111836215021,0.19080284874361952,,-1.9251573845976626,1.0340992048440967e-05,1.1037797776225489e-05,1.1242587788728997e-05,,,,0.0,0.0,0.0
1024,640000,dataset_roots/N_640000/h_5e-05,5e-05,split_mlp,4,regime_h,h_5e-05,14180,4802.623659515055,True,-11.75849895324707,0.38763032186739804,0.2123593630026041,,-1.8550114007109428,-11.77446286468506,0.3870762547222629,0.2156213782863951,,-1.870975312148932,-11.792220637512207,0.3899018036065134,0.21249023572770892,,-1.8887330849760797,1.6723541193641722e-05,1.6814776245155372e-05,1.6838786905282177e-05,,,,0.0,0.0,0.0
1024,640000,dataset_roots/N_640000/h_5e-05,5e-05,split_mlp,5,regime_h,h_5e-05,14180,4784.561492549954,True,-11.773120561218262,0.27052363572901955,0.21471312586157823,,-1.8696330086821344,-11.79988702545166,0.2695908428154543,0.21398899183726725,,-1.8963994729155331,-11.806228855895997,0.2710546713558038,0.21273509689533557,,-1.9027413033598695,1.1622860256466083e-05,1.1631911547738127e-05,1.1975000234087929e-05,,,,0.0,0.0,0.0
1024,640000,dataset_roots/N_640000/h_5e-05,5e-05,split_mlp,6,regime_h,h_5e-05,14180,4784.035490268958,True,-11.704972717285155,0.5540343956712037,0.19090377220228358,,-1.8014851647490282,-11.7222646194458,0.5518467878445433,0.18738658978216538,,-1.8187770669096732,-11.73067769317627,0.5589879841741903,0.19438267533768622,,-1.827190140640143,1.3180776477383915e-05,1.3262415450299159e-05,1.3831873729941435e-05,,,,0.0,0.0,0.0
1024,640000,dataset_roots/N_640000/h_5e-05,5e-05,split_mlp,7,regime_h,h_5e-05,14180,4755.71412377106,True,-11.778750903320313,0.6618901008446116,0.2640800435611416,,-1.875263350784186,-11.805723582458496,0.6639129243492865,0.2495935316608839,,-1.9022360299223688,-11.823082684326172,0.6633525971779127,0.26622451384571844,,-1.9195951317900448,1.1223956789763179e-05,1.2136788427596912e-05,1.229667122970568e-05,,,,0.0,0.0,0.0
1024,640000,dataset_roots/N_640000/h_5e-05,5e-05,split_mlp,8,regime_h,h_5e-05,14180,4897.721897611977,True,-11.625574502563477,0.6907507089321772,0.24732084467619378,,-1.7220869500273501,-11.65955520477295,0.6874283523020196,0.23116527319520985,,-1.7560676522368226,-11.658678884887696,0.6936979827578889,0.25321534886867564,,-1.7551913323515684,1.4038809240446426e-05,1.4113881661614869e-05,1.4904837371432222e-05,,,,0.0,0.0,0.0
1024,640000,dataset_roots/N_640000/h_5e-05,5e-05,split_mlp,9,regime_h,h_5e-05,14180,4759.129906098009,True,-11.686419079589843,0.9107402314987337,0.17114649686789213,,-1.7829315270537158,-11.725273699951172,0.9081976585161693,0.1695819241870949,,-1.821786147415045,-11.718349914550782,0.9142947697707098,0.1701612938637497,,-1.8148623620146545,9.574190698913299e-06,9.570903785061091e-06,9.591552043275442e-06,,,,0.0,0.0,0.0
1024,640000,dataset_roots/N_640000/h_0.0001,0.0001,joint_fourier,0,regime_h,h_0.0001,14336,889.7872871969594,True,-9.10528374,0.24457106,0.977433443,2.25430977e-05,0.10505663197618098,-9.14571381,0.246025398,0.97448808,2.28958761e-05,0.06462656197618166,-9.10920143,0.243809178,0.965315402,2.2627728e-05,0.10113894197618123,,,,,,,,,
1024,640000,dataset_roots/N_640000/h_0.0001,0.0001,joint_fourier,1,regime_h,h_0.0001,14336,864.1236310850363,True,-9.15044022,0.253506482,1.0332315,1.19222377e-05,0.059900151976181704,-9.18515968,0.25567317,1.03261876,1.31388661e-05,0.02518069197618189,-9.14928246,0.253462642,1.02370298,1.64507201e-05,0.0610579119761816,,,,,,,,,
1024,640000,dataset_roots/N_640000/h_0.0001,0.0001,joint_fourier,2,regime_h,h_0.0001,14336,849.4354599079816,True,-9.03701305,0.236786395,0.910047293,1.58908315e-05,0.17332732197618128,-9.06698895,0.2376609,0.904277384,1.60168893e-05,0.14335142197618111,-9.03109741,0.236509696,0.903151631,1.61439493e-05,0.1792429619761826,,,,,,,,,
1024,640000,dataset_roots/N_640000/h_0.0001,0.0001,joint_fourier,3,regime_h,h_0.0001,14336,885.6327840090962,True,-9.16072178,0.219650224,1.23939359,1.76070389e-05,0.04961859197618246,-9.17792988,0.220003724,1.2293191,1.77791753e-05,0.03241049197618118,-9.1618433,0.220507085,1.21540236,1.75507539e-05,0.04849707197618258,,,,,,,,,
1024,640000,dataset_roots/N_640000/h_0.0001,0.0001,joint_fourier,4,regime_h,h_0.0001,14336,883.6705000009388,True,-9.08370972,0.253765821,1.05824339,1.9271265e-05,0.12663065197618195,-9.11184788,0.255112797,1.05438292,2.04378357e-05,0.0984924919761827,-9.08124161,0.254192978,1.0474962,2.4247227e-05,0.12909876197618253,,,,,,,,,
1024,640000,dataset_roots/N_640000/h_0.0001,0.0001,joint_fourier,5,regime_h,h_0.0001,14336,837.9686480180826,True,-9.10691547,0.214976743,1.10353053,1.86183497e-05,0.10342490197618126,-9.13797569,0.215910882,1.10008621,1.89313087e-05,0.07236468197618251,-9.11800766,0.215164647,1.08902204,1.85999907e-05,0.09233271197618187,,,,,,,,,
