K,N,dataset_root,h,method,seed,study,variant,parameters,algorithm_time,reused,train_nll,train_drift_rmse,train_covariance_rmse,train_min_raw_eigenvalue,train_nll_minus_log_h,validation_nll,validation_drift_rmse,validation_covariance_rmse,validation_min_raw_eigenvalue,validation_nll_minus_log_h,test_nll,test_drift_rmse,test_covariance_rmse,test_min_raw_eigenvalue,test_nll_minus_log_h,train_min_covariance_eig,validation_min_covariance_eig,test_min_covariance_eig,train_raw_spd_violation_rate,validation_raw_spd_violation_rate,test_raw_spd_violation_rate,train_numerical_nonpositive_eig_rate,validation_numerical_nonpositive_eig_rate,test_numerical_nonpositive_eig_rate
1024,640000,dataset_roots/N_640000/h_2.5e-05,2.5e-05,arff,7,regime_h,h_2.5e-05,14336,988.2622834589565,True,-10.809773445129395,0.6113201379776001,0.07927501946687698,-0.13028480112552643,-0.2131387120333219,-10.807353973388672,0.6129984855651855,0.07720938324928284,-0.12953558564186096,-0.21071924029259925,-10.831432342529297,0.6101638078689575,0.07899513095617294,-0.1282850056886673,-0.23479760943322425,,,,0.4744546711444855,0.48099997639656067,0.47919997572898865,,,
1024,640000,dataset_roots/N_640000/h_2.5e-05,2.5e-05,arff,8,regime_h,h_2.5e-05,14336,985.7252479590243,True,-10.816925048828125,0.808029055595398,0.07968074828386307,-0.12046056240797043,-0.22029031573205238,-10.825638771057129,0.8137146234512329,0.07752807438373566,-0.1181538850069046,-0.22900403796105628,-10.828348159790039,0.8079280257225037,0.0794275626540184,-0.11819275468587875,-0.23171342669396644,,,,0.47532811760902405,0.4747999906539917,0.47749999165534973,,,
1024,640000,dataset_roots/N_640000/h_2.5e-05,2.5e-05,arff,9,regime_h,h_2.5e-05,14336,992.4806199969025,True,-10.783663749694824,0.6258890628814697,0.07962288707494736,-0.12676189839839935,-0.1870290165987516,-10.784131050109863,0.6282942295074463,0.07741251587867737,-0.12287195771932602,-0.18749631701379066,-10.805124282836914,0.6230772137641907,0.07925505191087723,-0.1236281767487526,-0.20848954974084144,,,,0.4726734161376953,0.4714999794960022,0.4749999940395355,,,
1024,640000,dataset_roots/N_640000/h_2.5e-05,2.5e-05,joint_mlp,0,regime_h,h_2.5e-05,14180,978.433986722026,True,-12.8037672,0.0678538531,0.348840475,5.72953968e-06,-2.2071324669039267,-12.812129,0.0678774565,0.346534252,5.7972934e-06,-2.215494266903928,-12.7910728,0.0672898516,0.361616611,6.33821764e-06,-2.1944380669039276,,,,,,,,,
1024,640000,dataset_roots/N_640000/h_2.5e-05,2.5e-05,joint_mlp,1,regime_h,h_2.5e-05,14180,1022.5134316700278,True,-12.762742,0.0538216569,0.256575435,4.84487555e-06,-2.1661072669039267,-12.7700586,0.0539087616,0.243667573,6.10715733e-06,-2.173423866903928,-12.7685995,0.0534603,0.256126225,4.90792854e-06,-2.171964766903928,,,,,,,,,
1024,640000,dataset_roots/N_640000/h_2.5e-05,2.5e-05,joint_mlp,2,regime_h,h_2.5e-05,14180,1006.4353998759761,True,-12.7861204,0.072620526,0.402906269,5.93846289e-06,-2.189485666903927,-12.8101406,0.0726311058,0.378809243,5.9867325e-06,-2.213505866903928,-12.7933016,0.0724288672,0.418231606,6.41088855e-06,-2.196666866903927,,,,,,,,,
1024,640000,dataset_roots/N_640000/h_2.5e-05,2.5e-05,joint_mlp,3,regime_h,h_2.5e-05,14180,982.6333424469922,True,-12.8074522,0.0534957945,0.268516809,4.67100836e-06,-2.2108174669039276,-12.8172979,0.0535610691,0.268349558,4.80016661e-06,-2.220663166903927,-12.8293915,0.0534490533,0.272976309,4.71696103e-06,-2.232756766903927,,,,,,,,,
1024,640000,dataset_roots/N_640000/h_2.5e-05,2.5e-05,joint_mlp,4,regime_h,h_2.5e-05,14180,984.5760304679861,True,-12.8010635,0.0675522238,0.234025642,9.60169291e-06,-2.204428766903927,-12.8248043,0.0678130761,0.232568741,9.8169885e-06,-2.2281695669039276,-12.8068085,0.067517519,0.235660255,9.612947e-06,-2.210173766903928,,,,,,,,,
1024,640000,dataset_roots/N_640000/h_2.5e-05,2.5e-05,joint_mlp,5,regime_h,h_2.5e-05,14180,1027.4361820850754,True,-12.7857227,0.053971529,0.282441348,6.71743237e-06,-2.1890879669039283,-12.7931032,0.05394556,0.283014864,6.83580402e-06,-2.1964684669039265,-12.7938633,0.0539504662,0.281449527,6.80606081e-06,-2.1972285669039273,,,,,,,,,
1024,640000,dataset_roots/N_640000/h_2.5e-05,2.5e-05,joint_mlp,6,regime_h,h_2.5e-05,14180,955.550987831899,True,-12.6875715,0.0630529076,0.258608341,8.0718446e-06,-2.090936766903928,-12.6980572,0.0634320378,0.261597991,8.1993785e-06,-2.1014224669039265,-12.7072639,0.062701501,0.261905998,8.10090296e-06,-2.1106291669039265,,,,,,,,,
1024,640000,dataset_roots/N_640000/h_2.5e-05,2.5e-05,joint_mlp,7,regime_h,h_2.5e-05,14180,1010.9244350610534,True,-12.7804546,0.0507553779,0.312905431,5.7133966e-06,-2.183819866903928,-12.8185682,0.0510578901,0.295321584,5.83053952e-06,-2.221933466903927,-12.8045921,0.0506607816,0.32698372,5.75970898e-06,-2.207957366903928,,,,,,,,,
1024,640000,dataset_roots/N_640000/h_2.5e-05,2.5e-05,joint_mlp,8,regime_h,h_2.5e-05,14180,970.3963787859539,True,-12.8148499,0.0772951767,0.30205074,5.1852785e-06,-2.218215166903928,-12.8194857,0.0773026645,0.303515285,5.26422127e-06,-2.222850966903927,-12.8387985,0.0769007504,0.362754464,5.42023417e-06,-2.2421637669039267,,,,,,,,,
1024,640000,dataset_roots/N_640000/h_2.5e-05,2.5e-05,joint_mlp,9,regime_h,h_2.5e-05,14180,1071.0320666719927,True,-12.6739435,0.045253031,0.279911399,5.40431438e-06,-2.0773087669039274,-12.6828508,0.0458117388,0.27976054,5.45932062e-06,-2.086216066903928,-12.6982336,0.0446945876,0.284618258,5.62127389e-06,-2.1015988669039274,,,,,,,,,
1024,640000,dataset_roots/N_640000/h_2.5e-05,2.5e-05,split_mlp,0,regime_h,h_2.5e-05,14180,4811.097581287962,True,-12.62661775970459,0.6119076168206092,0.2657368695261966,,-2.0299830266085177,-12.634164511108398,0.6127853778290075,0.25052215193331706,,-2.037529778012326,-12.65121353302002,0.6077090364301676,0.29424324042058425,,-2.054578799923947,1.0711154573073145e-05,1.1459128472779412e-05,1.0819052477017976e-05,,,,0.0,0.0,0.0
