iteration,training_noisy_mse,acceptance_fraction,pre_resampling_ess,unique_parents,maximum_offspring,post_amplitude_norm,post_frequency_rms,post_centered_frequency_rms,proposal_sha256,acceptance_sha256,internal_noisy_mse
170,4322.23486328125,0.8857421875,861.5602657754987,618,7,40.92429881740306,14.637548123198325,11.359483265627034,576544ca66dbde9080f5c209e1e31dabf6a5325eadbf17ede3d3fb48fa110df5,13e431f48d1a0485c60f2adcfc21baba0e7c2d45dda98252ca38ef5b32b603f8,5247.79638671875
171,4314.4501953125,0.8857421875,856.0989671588741,609,7,42.116266014174236,14.820940035242746,11.361102441729301,3ee9eb4931d5086176e128da8cfa83f10aac262831b112e4c09f3106bf3ade02,6d5423a743792b7c334471f131cc8233e8abe8493c5230b6b0b2efb66e7cc242,5224.9580078125
172,4319.83349609375,0.8798828125,861.3459580229589,625,6,41.81171307118071,14.48828726668163,11.449011348011295,c839abd55915dae4ea469fed36e778eecaac83f1a656083fc1c29e33b641a850,1faa74baf0e44bb33ca34de855181ae181a3424b4d6a78a21f9bf762d8b7c52d,5227.64111328125
173,4324.60986328125,0.8623046875,859.220065749647,612,8,41.90152882392952,14.414370671698961,11.27522894922791,89dea2e748e0935c3082d8082553c0d1659d9c03e05da62534099013e62eb02a,247719475a4cbe374ac12d090bd2574a4f51f02545000f17d5c4608aefb0a9d2,5232.87255859375
174,4322.73681640625,0.900390625,855.8083386124047,623,9,41.80640630318668,14.711022770494006,11.419709356791738,0e369bd45d794f65ab7d28788c597c2f692bad058821f833ad1569dc03f46a59,6bdb9417572cb5231694819b317d0ea1a4c9fc702e169f3e9293de8e0b531fc5,5226.72216796875
175,4325.09716796875,0.884765625,857.5596878580632,617,7,41.046272890246954,15.113539274728687,11.533235721282692,0756e03001bb6746f931e88ce9ed0fba2ba0aed98f068c39bfa9255138335c24,6e67b48236af76d82be18db518340b32e9f73dd4775372e3b6bad5d2462e67c6,5215.70458984375
176,4334.48291015625,0.9130859375,848.5638831994427,604,7,41.42579464721196,14.986769249214836,11.427836418877572,5d36cbfa6774c16508ecf18f91d664019f08359e2941142b76afb8597a9bd182,f2e385bb3a03ac7611eab8785b4b357fb07ad78a2a8102d7dad2b9b2d3be1ca1,5213.1845703125
177,4326.34912109375,0.8779296875,848.042619542676,618,8,42.96479342080296,14.915681718809063,11.480455846185311,df1905cc4a39f28ea88e1667862e2a639542aecfc4e0c5e1d7e243800d5a48e1,3378b27e9f80a602dd6f680281172158e813d7c7679c7f1da49b68f2cdbc28bf,5186.6943359375
178,4320.4853515625,0.8857421875,856.757560606815,616,8,43.78647537773478,14.87532339013286,11.459963644295504,6f0c05603bc6bac8eef8f1220c9cff2ba6371732f4178199c1f182f01fb07ea4,57795b621636c1272c8683668d161eb9c6ebae3981b07ac288fa5d02c8dbf725,5186.08251953125
179,4322.80615234375,0.875,849.2834539001287,610,6,43.234138238857874,15.177123634951926,11.616617658780315,79dd87109f55bfffc2ce29e77832aa0ab5695948ca9bc4bcecf5512d045da701,e39ed9fcfb5431039a97b3445404d5dc0a1c1a73aeb253a3d29fae2b203b6cb7,5193.98046875
180,4321.5791015625,0.8876953125,840.4607300250591,622,6,42.76465637211519,15.201024553991875,11.536034882902007,499cd10a6afdec975e266f3c18db465b48234ffdb10ff9ebc3776dba50079855,580f1db612ee830a6ffdb30d758557c63e92886b509e75bf617039eddce99397,5188.88623046875
