method,seed,split,nll,drift_rmse,covariance_rmse,min_raw_eigenvalue,min_covariance_eig,raw_spd_violation_rate,numerical_nonpositive_eig_rate
joint_mlp,1,validation,-10.0270185,0.179596528,0.24267076,1.64586581e-05,,,
joint_mlp,1,test,-9.99488735,0.178322077,0.252955943,1.64803241e-05,,,
joint_mlp,2,train,-9.67572117,0.248733431,0.302718431,9.85579391e-06,,,
joint_mlp,2,validation,-9.71314335,0.248262033,0.308100998,9.9067347e-06,,,
joint_mlp,2,test,-9.67688847,0.250452608,0.30343315,9.89133878e-06,,,
joint_mlp,3,train,-9.77390099,0.177740812,0.287080824,1.00351153e-05,,,
joint_mlp,3,validation,-9.81860256,0.177637115,0.283324033,1.00514617e-05,,,
joint_mlp,3,test,-9.77584362,0.180677325,0.295591086,1.02155582e-05,,,
joint_mlp,4,train,-9.66122913,0.185277849,0.292739689,1.5914613e-05,,,
joint_mlp,4,validation,-9.68820953,0.185855612,0.289776564,1.58921484e-05,,,
joint_mlp,4,test,-9.64590168,0.188488036,0.296853036,1.60264899e-05,,,
joint_mlp,5,train,-9.79616547,0.15591,0.2584396,1.47393685e-05,,,
joint_mlp,5,validation,-9.83833599,0.155989006,0.259888709,1.47704459e-05,,,
joint_mlp,5,test,-9.81828785,0.15523988,0.262958556,1.47907958e-05,,,
joint_mlp,6,train,-10.1583796,0.103681736,0.275774181,9.95208484e-06,,,
joint_mlp,6,validation,-10.1746626,0.10349229,0.274415582,9.99031727e-06,,,
joint_mlp,6,test,-10.1542463,0.103753589,0.278710872,9.97766892e-06,,,
joint_mlp,7,train,-9.7227993,0.230906904,0.37528196,8.73466979e-06,,,
joint_mlp,7,validation,-9.76630402,0.229979768,0.38726002,8.84149267e-06,,,
joint_mlp,7,test,-9.74438858,0.228503376,0.37225017,8.92229036e-06,,,
joint_mlp,8,train,-10.1298227,0.137920082,0.211512566,1.09083276e-05,,,
joint_mlp,8,validation,-10.1620302,0.137785047,0.209086761,1.09622852e-05,,,
joint_mlp,8,test,-10.1455173,0.136982024,0.211782351,1.09166258e-05,,,
joint_mlp,9,train,-10.0717325,0.101487078,0.238756001,9.42449424e-06,,,
joint_mlp,9,validation,-10.1026525,0.101627953,0.238038138,9.46808541e-06,,,
joint_mlp,9,test,-10.0570173,0.101420224,0.23845087,9.44841577e-06,,,
joint_mlp,10,train,-9.76000786,0.145016328,0.204752043,1.36063372e-05,,,
joint_mlp,10,validation,-9.80426502,0.144769117,0.205103308,1.36468116e-05,,,
joint_mlp,10,test,-9.74897003,0.144571379,0.206324443,1.36464405e-05,,,
joint_mlp,11,train,-9.95555305,0.185172647,0.393119812,9.62057948e-06,,,
joint_mlp,11,validation,-9.99251175,0.184628606,0.389621586,9.78370099e-06,,,
joint_mlp,11,test,-9.96540737,0.182975665,0.397016466,9.98232463e-06,,,
joint_mlp,12,train,-9.76773834,0.217961565,0.415585399,8.00444195e-06,,,
joint_mlp,12,validation,-9.80722046,0.217543662,0.410716653,8.22770016e-06,,,
joint_mlp,12,test,-9.76716232,0.221162677,0.4255687,8.33394006e-06,,,
joint_mlp,13,train,-9.99174023,0.13866815,0.256170601,1.39899403e-05,,,
joint_mlp,13,validation,-10.0181885,0.138740495,0.252821386,1.39772674e-05,,,
joint_mlp,13,test,-9.99460888,0.14153704,0.256437123,1.40247957e-05,,,
joint_mlp,14,train,-10.0932379,0.151684344,0.190557286,1.28349784e-05,,,
joint_mlp,14,validation,-10.1376238,0.151667446,0.190246567,1.28960019e-05,,,
joint_mlp,14,test,-10.0936365,0.150773436,0.191412091,1.2978524e-05,,,
joint_mlp,15,train,-9.92035007,0.21316269,0.256190389,1.03617831e-05,,,
joint_mlp,15,validation,-9.94428825,0.212980717,0.250592202,1.04619248e-05,,,
joint_mlp,15,test,-9.91018391,0.216446057,0.260740876,1.04718001e-05,,,
joint_mlp,16,train,-10.0120153,0.171054095,0.302293748,9.02952888e-06,,,
joint_mlp,16,validation,-10.0590696,0.171228915,0.299699575,9.04170156e-06,,,
joint_mlp,16,test,-10.0338984,0.173076704,0.307973325,9.20237835e-06,,,
joint_mlp,17,train,-9.86197948,0.150222808,0.395574927,1.28864458e-05,,,
joint_mlp,17,validation,-9.89361858,0.150102332,0.38738656,1.33069288e-05,,,
joint_mlp,17,test,-9.85315895,0.152010351,0.41243425,1.29930413e-05,,,
joint_mlp,18,train,-9.90297985,0.122364946,0.278431803,7.57416319e-06,,,
joint_mlp,18,validation,-9.92667389,0.123109937,0.278952539,7.69432336e-06,,,
joint_mlp,18,test,-9.88466263,0.124267265,0.281613111,7.59367276e-06,,,
joint_mlp,19,train,-10.1094713,0.0832860917,0.205037996,1.02063741e-05,,,
joint_mlp,19,validation,-10.1443386,0.0834545121,0.20502013,1.02410158e-05,,,
joint_mlp,19,test,-10.0897512,0.083053492,0.204837233,1.0242411e-05,,,
joint_mlp,20,train,-10.1462545,0.169245541,0.242366612,1.57322829e-05,,,
joint_mlp,20,validation,-10.1801672,0.169455722,0.241294757,1.57952763e-05,,,
joint_mlp,20,test,-10.1553526,0.168448776,0.240217656,1.57871691e-05,,,
joint_mlp,21,train,-10.0435486,0.174078912,0.270222008,1.34235879e-05,,,
joint_mlp,21,validation,-10.0815516,0.17428264,0.268883377,1.35082219e-05,,,
joint_mlp,21,test,-10.0432825,0.173467249,0.268857896,1.36822209e-05,,,
joint_mlp,22,train,-10.260458,0.0762218311,0.280679464,1.42283843e-05,,,
joint_mlp,22,validation,-10.3035841,0.0759282261,0.283459693,1.42355248e-05,,,
joint_mlp,22,test,-10.2832937,0.0758527517,0.279619992,1.42662693e-05,,,
joint_mlp,23,train,-9.97766972,0.119882025,0.284724861,9.54112602e-06,,,
joint_mlp,23,validation,-10.0286779,0.119986206,0.280174375,9.57572502e-06,,,
joint_mlp,23,test,-9.96067429,0.119649902,0.287688345,9.62482682e-06,,,
joint_mlp,24,train,-9.9801712,0.137854338,0.228910863,1.29504679e-05,,,
joint_mlp,24,validation,-10.0250845,0.137094364,0.228483096,1.29713308e-05,,,
joint_mlp,24,test,-9.98451424,0.136938751,0.227921396,1.29885439e-05,,,
joint_mlp,25,train,-10.0125017,0.18846184,0.228822678,9.38963603e-06,,,
joint_mlp,25,validation,-10.0556993,0.18777512,0.227155045,9.60601119e-06,,,
joint_mlp,25,test,-10.0137663,0.187780753,0.230453864,9.47366971e-06,,,
joint_mlp,26,train,-9.87890244,0.182095081,0.339334041,1.18052467e-05,,,
joint_mlp,26,validation,-9.89365482,0.181890577,0.333223134,1.18060743e-05,,,
joint_mlp,26,test,-9.89204311,0.184422404,0.352627754,1.18328471e-05,,,
joint_mlp,27,train,-9.86436844,0.148080528,0.457922697,1.09750972e-05,,,
joint_mlp,27,validation,-9.90921021,0.147910863,0.452112049,1.14402128e-05,,,
joint_mlp,27,test,-9.86841679,0.149198592,0.495833367,1.11575036e-05,,,
joint_mlp,28,train,-10.3876696,0.0931671336,0.186852545,8.17885757e-06,,,
joint_mlp,28,validation,-10.4453468,0.0932305157,0.184708357,8.20485002e-06,,,
joint_mlp,28,test,-10.4160852,0.0928929523,0.199942768,8.23521987e-06,,,
joint_mlp,29,train,-9.9780674,0.165173233,0.212691233,1.2584107e-05,,,
joint_mlp,29,validation,-10.0082436,0.165160015,0.21034798,1.26157638e-05,,,
joint_mlp,29,test,-9.99066734,0.164546773,0.213567823,1.25989282e-05,,,
split_mlp,0,train,-10.004753364562989,0.6520599458438473,0.2413189845507813,,2.2999802240519784e-05,,0.0
split_mlp,0,validation,-10.034659956359864,0.6489841132500547,0.23811266595076266,,2.2942494979361072e-05,,0.0
split_mlp,0,test,-10.032931695556641,0.6494220545562083,0.24042673269754014,,2.306060923729092e-05,,0.0
split_mlp,1,train,-10.04719965057373,0.7766545175539827,0.2389380700798811,,2.7459203920443542e-05,,0.0
split_mlp,1,validation,-10.090162817382813,0.7715772745587727,0.23645559095029353,,2.747559301496949e-05,,0.0
split_mlp,1,test,-10.069765106201173,0.7713322766671219,0.23726156120044428,,2.760401912382804e-05,,0.0
split_mlp,2,train,-9.839116242980957,1.0574103010075253,0.31665980739376764,,2.094229967042338e-05,,0.0
split_mlp,2,validation,-9.885421737670898,1.047582325639698,0.3201904846108865,,2.1011384887970053e-05,,0.0
split_mlp,2,test,-9.849246542358399,1.0426346770768484,0.3188511549189673,,2.1002171706641093e-05,,0.0
split_mlp,3,train,-10.114448686218262,0.7284143718037525,0.16639702971577439,,2.7256139219389297e-05,,0.0
split_mlp,3,validation,-10.159881324768067,0.7244981948783729,0.16695785724487394,,2.732155189733021e-05,,0.0
split_mlp,3,test,-10.145652774047852,0.7209595206654851,0.16784273272760575,,2.7437927201390266e-05,,0.0
split_mlp,4,train,-10.257038914489746,0.8555376372521809,0.19656884427760735,,2.3729573513264768e-05,,0.0
split_mlp,4,validation,-10.296470770263673,0.8522947896528632,0.19804751977881424,,2.437573130009696e-05,,0.0
split_mlp,4,test,-10.290649137878418,0.8464578513379991,0.19717194505411895,,2.3825992684578523e-05,,0.0
split_mlp,5,train,-10.476352416992187,0.8130808431312768,0.1744108214294677,,2.6234440156258643e-05,,0.0
split_mlp,5,validation,-10.50928357849121,0.8078301494603513,0.1631206569605649,,2.6299538149032742e-05,,0.0
split_mlp,5,test,-10.499013008117675,0.8036871586530602,0.1690361477703209,,2.6372918000561185e-05,,0.0
split_mlp,6,train,-10.096854258728028,0.7779987349521528,0.19182173936508184,,2.252524791401811e-05,,0.0
split_mlp,6,validation,-10.136503450012206,0.774310860448462,0.18972619538920943,,2.2643787815468386e-05,,0.0
split_mlp,6,test,-10.082277947998048,0.7696411245053496,0.19413786265816815,,2.2712938516633585e-05,,0.0
split_mlp,7,train,-10.205733169555664,0.8062916739525581,0.15831411997120676,,2.2705069568473846e-05,,0.0
split_mlp,7,validation,-10.233153962707519,0.8002643229552878,0.15764340780967698,,2.2937978428672068e-05,,0.0
split_mlp,7,test,-10.212306355285644,0.7942986901370007,0.15866207938106966,,2.2998285203357227e-05,,0.0
split_mlp,8,train,-10.242094422912597,0.6599960932043806,0.21398330423656453,,2.5107103283517063e-05,,0.0
split_mlp,8,validation,-10.283749269104003,0.655140140497013,0.21297446051351523,,2.5160830773529597e-05,,0.0
split_mlp,8,test,-10.238871624755859,0.6582514799033851,0.21490184717557503,,2.5168003048747778e-05,,0.0
split_mlp,9,train,-10.246326063537598,0.9786995942804575,0.18478459703564715,,4.179236930212937e-05,,0.0
split_mlp,9,validation,-10.282783122253418,0.9761226582937604,0.18106845398150542,,4.18808740505483e-05,,0.0
split_mlp,9,test,-10.275648408508301,0.9664234539093788,0.18492559256412852,,4.18691779486835e-05,,0.0
split_mlp,10,train,-10.036943371582032,0.9853494592163966,0.16801323946199231,,2.024696732405573e-05,,0.0
split_mlp,10,validation,-10.087181204223633,0.9811211184610867,0.16699010597952696,,2.0753701392095536e-05,,0.0
split_mlp,10,test,-10.057333641052246,0.9744659630041397,0.1691582459441325,,2.052559648291208e-05,,0.0
split_mlp,11,train,-10.077938441467285,0.8713684499609625,0.18107050030902788,,2.9708893634960987e-05,,0.0
split_mlp,11,validation,-10.118292135620116,0.867747297902095,0.17868146809423296,,2.9971650292281993e-05,,0.0
split_mlp,11,test,-10.06716724243164,0.8640795686148918,0.18208615993232696,,2.9757220545434393e-05,,0.0
split_mlp,12,train,-9.859380325317384,0.6249364365049496,0.2692074535534697,,3.0031855203560553e-05,,0.0
split_mlp,12,validation,-9.896528735351563,0.6219563449733729,0.2736585625435968,,3.0313995011965744e-05,,0.0
split_mlp,12,test,-9.906723500061036,0.622901289495859,0.2566775719322532,,3.091408507316373e-05,,0.0
split_mlp,13,train,-10.35671875,0.6253396020455645,0.15855935188887368,,3.032552012882661e-05,,0.0
split_mlp,13,validation,-10.398732481384277,0.622028246304545,0.1554869927269808,,3.0463736038655043e-05,,0.0
split_mlp,13,test,-10.381203074645995,0.6231662951536748,0.15906534339093165,,3.0345365303219296e-05,,0.0
split_mlp,14,train,-10.253540415954589,0.7328020248864061,0.18659364634320838,,2.5498547984170727e-05,,0.0
split_mlp,14,validation,-10.287631701660157,0.7293988216803957,0.18615368539684868,,2.5520801500533707e-05,,0.0
split_mlp,14,test,-10.266559408569336,0.727598193982855,0.19038670868540303,,2.5567509510437958e-05,,0.0
split_mlp,15,train,-9.954493913269044,0.5184398835317752,0.3767935110899974,,2.898436832765583e-05,,0.0
split_mlp,15,validation,-9.98847029876709,0.5133528021835292,0.39398094663055244,,2.892146585509181e-05,,0.0
split_mlp,15,test,-9.999351547241211,0.5173222932085848,0.360239541950381,,2.8970867788302712e-05,,0.0
split_mlp,16,train,-9.677646971130372,0.6717209730730828,0.379690493126525,,1.8669867131393403e-05,,0.0
split_mlp,16,validation,-9.72519783630371,0.6691590945637815,0.37673977506899864,,1.8865204765461385e-05,,0.0
split_mlp,16,test,-9.685031971740722,0.6677001763835579,0.38392115640937247,,1.893187072710134e-05,,0.0
split_mlp,17,train,-10.498215547180175,0.6818716554173462,0.16120563363453805,,2.909663635364268e-05,,0.0
split_mlp,17,validation,-10.52622806854248,0.6782232292780725,0.15915366257011374,,2.9113029086147435e-05,,0.0
split_mlp,17,test,-10.523851319885253,0.6790679356466537,0.16306609518892234,,2.9148430257919244e-05,,0.0
split_mlp,18,train,-9.6339991897583,0.7303779771588074,0.21980493710487126,,1.5279454601113684e-05,,0.0
split_mlp,18,validation,-9.681859757995605,0.7286455081410266,0.21640956581509202,,1.548217005620245e-05,,0.0
split_mlp,18,test,-9.633397718811036,0.7278187565402577,0.22093732289404922,,1.6023761418182403e-05,,0.0
split_mlp,19,train,-10.045537167358399,0.6784564428915448,0.17965563731641274,,4.481754876906052e-05,,0.0
split_mlp,19,validation,-10.087492852783203,0.675321785475239,0.17853036274310438,,4.490178616833873e-05,,0.0
split_mlp,19,test,-10.048556292724609,0.6747397362780626,0.18086705169309808,,4.4939184590475634e-05,,0.0
split_mlp,20,train,-10.269032243347167,0.8323576045190512,0.17034478920222898,,2.2386830096365884e-05,,0.0
split_mlp,20,validation,-10.308799282836913,0.8303014935126393,0.17093045890016387,,2.2449714379035868e-05,,0.0
split_mlp,20,test,-10.287254177856445,0.8238772120371426,0.17000373956579548,,2.244289316877257e-05,,0.0
split_mlp,21,train,-10.126312873840332,0.47323436787562695,0.2163811060675171,,3.2947333238553256e-05,,0.0
split_mlp,21,validation,-10.180995541381836,0.4695671012522756,0.21219964104325348,,3.295295755378902e-05,,0.0
split_mlp,21,test,-10.150806185913085,0.47463389132974215,0.21355763898258623,,3.298948649899103e-05,,0.0
split_mlp,22,train,-10.033907084655763,0.7838685349505282,0.23063809206382788,,1.4170048416417558e-05,,0.0
split_mlp,22,validation,-10.064416227722168,0.7800607883111091,0.2310869545615855,,1.4512059351545759e-05,,0.0
split_mlp,22,test,-10.032967504882812,0.7748406984535346,0.23487388034705323,,1.4340904272103216e-05,,0.0
split_mlp,23,train,-10.376951805114746,0.42470781066560065,0.19838394375683766,,1.8152322809328325e-05,,0.0
split_mlp,23,validation,-10.420357046508789,0.42291019700079785,0.1954694044168176,,1.8179218386649154e-05,,0.0
split_mlp,23,test,-10.39819429321289,0.42630699645160414,0.1999353201632901,,1.8846838429453783e-05,,0.0
split_mlp,24,train,-10.038105821228028,0.6955726805070659,0.18826046612578515,,3.365096199559048e-05,,0.0
split_mlp,24,validation,-10.075659120178223,0.6926567954503995,0.18746089041681815,,3.370356353116222e-05,,0.0
split_mlp,24,test,-10.041352326965333,0.6946293545793922,0.18784588798767896,,3.38818717864342e-05,,0.0
split_mlp,25,train,-10.25317331237793,0.6560051100295908,0.23832081394135712,,3.763836502912454e-05,,0.0
split_mlp,25,validation,-10.287934301757813,0.6542849989495557,0.22507765802231763,,3.7627443816745654e-05,,0.0
split_mlp,25,test,-10.268429316711426,0.6517821702438472,0.22801055463620076,,3.789882248383947e-05,,0.0
split_mlp,26,train,-10.206331726074218,0.6952991907837575,0.25992337352473754,,2.071277776849456e-05,,0.0
split_mlp,26,validation,-10.238296270751952,0.6919994395512297,0.2701148222930185,,2.0784214939340018e-05,,0.0
split_mlp,26,test,-10.243894161987305,0.6918496251345745,0.2501505382732778,,2.0805649910471402e-05,,0.0
split_mlp,27,train,-9.970047985839845,0.807331532184559,0.22649036306404105,,1.9543906091712415e-05,,0.0
split_mlp,27,validation,-10.019389610290528,0.8044094294209732,0.22862017469062615,,1.966489799087867e-05,,0.0
split_mlp,27,test,-10.009673384094238,0.8026370741469131,0.22410589320504057,,1.9655964933917858e-05,,0.0
split_mlp,28,train,-10.329054698181153,0.6392252785753588,0.20634036074107492,,2.8900623874505982e-05,,0.0
split_mlp,28,validation,-10.381581866455079,0.6366660525933211,0.2039826692482705,,2.8986896722926758e-05,,0.0
split_mlp,28,test,-10.350283755493164,0.6389109742210157,0.20816217253451524,,2.8902086341986433e-05,,0.0
split_mlp,29,train,-9.706579412841798,0.678802387367191,0.41436341531119864,,3.6956520489184186e-05,,0.0
split_mlp,29,validation,-9.74919808959961,0.6759580210782639,0.410684338275153,,3.703105539898388e-05,,0.0
split_mlp,29,test,-9.737517945861816,0.6701511469030239,0.40788471697147627,,3.7053352571092546e-05,,0.0
